trasecttype,standtype,site,rep,distance,vertical,species,lifeform,status,lifecycle,Family,lifestage,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,4,31,2,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,4,32,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,4,32,1,MAFA dead,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,4,32,2,Bromus hordeaceus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,4,33,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,4,33,1,Bromus hordeaceus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,4,33,2,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,4,34,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,4,34,1,Bromus hordeaceus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,4,34,2,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,4,35,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,4,35,1,Bromus hordeaceus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,4,36,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,4,36,1,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,4,37,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,4,37,1,Unknown1 (forb),herb,unknown,annual,unknown,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,4,37,2,Bromus madritensis,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,4,38,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,4,38,1,Erodium cicutarium,herb,nonnative,annual,Geraniaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,4,39,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,4,39,1,Unknown1 (forb),herb,unknown,annual,unknown,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,4,39,2,Bromus hordeaceus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,4,39,3,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,4,40,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,4,40,1,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,4,41,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,4,41,1,Lupinus spp.,herb,native,annual,Fabaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,4,41,2,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,1,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,1,1,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,2,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,2,1,Brome spp.,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,3,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,3,1,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,4,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,4,1,Bromus hordeaceus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,4,2,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,5,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,5,1,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,5,2,CEME dead,herb,nonnative,annual,Asteraceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,6,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,6,1,Brome spp.,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,6,2,AVBA dead,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,7,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,7,1,Bromus hordeaceus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,8,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,8,1,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,8,2,CEME dead,herb,nonnative,annual,Asteraceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,9,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,9,1,Brome spp.,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,10,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,10,1,Brome spp.,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,10,2,CEME dead,herb,nonnative,annual,Asteraceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,11,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,11,1,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,12,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,12,1,Bromus rubens,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,12,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,13,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,13,1,Bromus rubens,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,13,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,14,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,14,1,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,15,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,15,1,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,16,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,16,1,MAFA dead,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,17,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,17,1,AVBA dead,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,18,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,18,1,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,19,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,19,1,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,20,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,20,1,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,21,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,21,1,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,21,2,HIIN dead,herb,nonnative,annual,Brassicaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,22,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,22,1,Bromus rubens,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,22,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,22,3,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,22,4,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,23,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,23,1,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,23,2,Acmispon glaber,herb,native,annual,Fabaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,24,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,24,1,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,25,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,25,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,26,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,26,1,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,27,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,27,1,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,28,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,28,1,Brome spp. dead,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,28,2,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,29,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,29,1,AVBA dead,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,29,2,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,30,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,30,1,AVBA dead,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,30,2,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,31,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,31,1,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,32,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,32,1,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,32,2,AVBA dead,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,32,3,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,33,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,33,1,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,34,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,34,1,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,35,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,35,1,Salvia leucophylla,shrub,native,perennial,Lamiaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,36,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,36,1,Salvia leucophylla,shrub,native,perennial,Lamiaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,37,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,37,1,Salvia leucophylla,shrub,native,perennial,Lamiaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,37,2,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,37,3,Salvia leucophylla,shrub,native,perennial,Lamiaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,38,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,38,1,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,38,2,Salvia leucophylla,shrub,native,perennial,Lamiaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,39,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,39,1,MAFA dead,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,39,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,40,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,40,1,Bromus rubens,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,40,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,41,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,41,1,Bromus rubens,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,5,41,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,1,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,1,1,Centaurea melitensis,herb,nonnative,annual,Asteraceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,2,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,2,1,Bromus hordeaceus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,3,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,3,1,Bromus hordeaceus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,3,2,AVBA dead,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,4,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,4,1,Bromus diandrus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,4,2,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,5,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,5,1,MAFA dead,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,5,2,Bromus diandrus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,5,3,AVBA dead,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,6,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,6,1,BRDI dead,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,6,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,7,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,7,1,Bromus diandrus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,7,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,8,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,8,1,Bromus diandrus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,8,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,8,3,MAFA dead,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,9,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,9,1,BRDI dead,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,9,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,10,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,10,1,Bromus diandrus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,10,2,Salvia leucophylla,shrub,native,perennial,Lamiaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,10,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,11,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,11,1,Salvia leucophylla,shrub,native,perennial,Lamiaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,11,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,12,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,12,1,Bromus diandrus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,12,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,13,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,13,1,Bromus diandrus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,13,2,MAFA dead,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,13,3,Bromus diandrus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,14,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,14,1,Bromus diandrus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,15,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,15,1,AVBA dead,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,16,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,16,1,MAFA dead,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,16,2,Bromus diandrus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,17,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,17,1,Bromus diandrus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,18,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,18,1,Bromus diandrus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,18,2,MAFA dead,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,18,3,Salvia leucophylla,shrub,native,perennial,Lamiaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,18,4,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,18,5,Salvia leucophylla,shrub,native,perennial,Lamiaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,18,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,19,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,19,1,Salvia leucophylla,shrub,native,perennial,Lamiaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,19,2,Artemisia californica,shrub,native,perennial,Asteraceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,19,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,19,4,Salvia leucophylla,shrub,native,perennial,Lamiaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,19,5,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,20,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,20,1,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,20,2,Artemisia californica,shrub,native,perennial,Asteraceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,20,3,Salvia leucophylla,shrub,native,perennial,Lamiaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,21,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,21,1,Salvia leucophylla,shrub,native,perennial,Lamiaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,22,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,22,1,Salvia leucophylla,shrub,native,perennial,Lamiaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,22,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,22,3,Salvia leucophylla,shrub,native,perennial,Lamiaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,22,4,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,23,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,23,1,Brome spp.,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,23,2,Salvia leucophylla,shrub,native,perennial,Lamiaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,24,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,25,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,25,1,Bromus diandrus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,26,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,26,1,Bromus hordeaceus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,27,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,27,1,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,27,2,MAFA dead,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,28,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,28,1,Bromus diandrus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,29,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,29,1,Bromus hordeaceus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,29,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,30,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,30,1,Bromus diandrus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,30,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,30,3,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,30,4,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,30,5,MAFA dead,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,31,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,31,1,Bromus hordeaceus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,31,2,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,32,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,32,1,Bromus hordeaceus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,32,2,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,33,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,33,1,Bromus diandrus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,33,2,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,34,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,34,1,Bromus hordeaceus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,34,2,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,matrix,ENH2,6,35,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
