site,transect,year,distance,vertical,species,species_code,lifeform,status,lifecycle,family,notes,hillslope,standtype
2,16,2024,21,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,16,2024,21,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
2,16,2024,21,ground,litter,litter,litter,litter,litter,litter,,,
2,16,2024,22,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,16,2024,22,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
2,16,2024,22,3,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae,,,
2,16,2024,22,ground,litter,litter,litter,litter,litter,litter,,,
2,16,2024,23,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
2,16,2024,23,2,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae,,,
2,16,2024,23,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
2,16,2024,24,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
2,16,2024,24,2,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae,,,
2,16,2024,24,ground,litter,litter,litter,litter,litter,litter,,,
2,16,2024,25,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
2,16,2024,25,2,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae,,,
2,16,2024,25,3,Avena barbata,AVBA,grass,nonnative,annual,Poaceae,,,
2,16,2024,25,ground,litter,litter,litter,litter,litter,litter,,,
2,16,2024,26,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
2,16,2024,26,2,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,16,2024,26,3,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,,
2,16,2024,26,ground,litter,litter,litter,litter,litter,litter,,,
2,16,2024,27,1,Avena barbata,AVBA,grass,nonnative,annual,Poaceae,,,
2,16,2024,27,2,Festuca myros,FEMY,grass,nonnative,annual,Poaceae,,,
2,16,2024,27,3,Bromus hordeaceus,BRHO,grass,nonnative,annual,Poaceae,,,
2,16,2024,27,4,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
2,16,2024,27,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,16,2024,28,1,Avena barbata,AVBA,grass,nonnative,annual,Poaceae,,,
2,16,2024,28,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,16,2024,29,1,Avena barbata,AVBA,grass,nonnative,annual,Poaceae,,,
2,16,2024,29,2,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,16,2024,29,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,16,2024,30,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,16,2024,30,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,16,2024,31,1,Avena barbata,AVBA,grass,nonnative,annual,Poaceae,,,
2,16,2024,31,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,16,2024,32,1,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
2,16,2024,32,2,Hirschfeldia incana,HIIN,forb,nonnative,annual,Brassicaceae,,,
2,16,2024,32,3,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
2,16,2024,32,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,16,2024,33,1,Hirschfeldia incana,HIIN,forb,nonnative,annual,Brassicaceae,,,
2,16,2024,33,2,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
2,16,2024,33,3,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,16,2024,33,ground,rock,rock,rock,rock,rock,rock,,,
2,16,2024,34,1,Avena barbata,AVBA,grass,nonnative,annual,Poaceae,,,
2,16,2024,34,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,16,2024,35,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,16,2024,35,2,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
2,16,2024,35,3,Avena barbata,AVBA,grass,nonnative,annual,Poaceae,,,
2,16,2024,35,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,16,2024,36,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,16,2024,36,2,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
2,16,2024,36,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,16,2024,37,1,Avena barbata,AVBA,grass,nonnative,annual,Poaceae,,,
2,16,2024,37,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,16,2024,38,ground,rock,rock,rock,rock,rock,rock,,,
2,16,2024,39,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,16,2024,39,ground,rock,rock,rock,rock,rock,rock,,,
2,16,2024,40,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,16,2024,40,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,,
2,16,2024,40,ground,litter,litter,litter,litter,litter,litter,,,
2,16,2024,41,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,16,2024,41,ground,litter,litter,litter,litter,litter,litter,,,
2,17,2024,1,1,Avena barbata,AVBA,grass,nonnative,annual,Poaceae,,,
2,17,2024,1,2,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,17,2024,1,3,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,17,2024,1,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,17,2024,2,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,,
2,17,2024,2,2,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,17,2024,2,3,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
2,17,2024,2,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
2,17,2024,3,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,17,2024,3,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,17,2024,4,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,,
2,17,2024,4,2,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,17,2024,4,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,17,2024,5,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,,
2,17,2024,5,2,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,17,2024,5,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,17,2024,6,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,17,2024,6,2,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,17,2024,6,3,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,,
2,17,2024,6,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,17,2024,7,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,17,2024,7,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae,,,
2,17,2024,7,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,17,2024,8,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,17,2024,8,ground,litter,litter,litter,litter,litter,litter,,,
2,17,2024,9,1,Dipterostemon capitatus,dica,forb,native,perennial,Themidaceae,,,
2,17,2024,9,2,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,17,2024,9,3,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
2,17,2024,9,ground,litter,litter,litter,litter,litter,litter,,,
2,17,2024,10,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
2,17,2024,10,2,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,17,2024,10,3,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,,
2,17,2024,10,ground,litter,litter,litter,litter,litter,litter,,,
2,17,2024,11,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,,
2,17,2024,11,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
2,17,2024,11,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
2,17,2024,12,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,17,2024,12,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,,
2,17,2024,12,3,Bromus hordeaceus,BRHO,grass,nonnative,annual,Poaceae,,,
2,17,2024,12,ground,litter,litter,litter,litter,litter,litter,,,
2,17,2024,13,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,17,2024,13,ground,litter,litter,litter,litter,litter,litter,,,
2,17,2024,14,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,17,2024,14,ground,litter,litter,litter,litter,litter,litter,,,
2,17,2024,15,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,17,2024,15,ground,litter,litter,litter,litter,litter,litter,,,
2,17,2024,16,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,17,2024,16,ground,litter,litter,litter,litter,litter,litter,,,
2,17,2024,17,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,17,2024,17,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
2,17,2024,18,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,17,2024,18,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
2,17,2024,19,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,17,2024,19,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
2,17,2024,20,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,17,2024,20,ground,litter,litter,litter,litter,litter,litter,,,
2,17,2024,21,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
2,17,2024,21,2,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,17,2024,21,3,Bromus hordeaceus,BRHO,grass,nonnative,annual,Poaceae,,,
2,17,2024,21,ground,litter,litter,litter,litter,litter,litter,,,
2,17,2024,22,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,17,2024,22,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
2,17,2024,22,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
2,17,2024,23,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
2,17,2024,23,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,,
2,17,2024,23,3,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,17,2024,23,ground,litter,litter,litter,litter,litter,litter,,,
2,17,2024,24,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
2,17,2024,24,2,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,17,2024,24,ground,litter,litter,litter,litter,litter,litter,,,
2,17,2024,25,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,17,2024,25,2,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,17,2024,25,ground,litter,litter,litter,litter,litter,litter,,,
2,17,2024,26,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
2,17,2024,26,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,,
2,17,2024,26,3,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,17,2024,26,ground,litter,litter,litter,litter,litter,litter,,,
2,17,2024,27,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
2,17,2024,27,2,Festuca myros,FEMY,grass,nonnative,annual,Poaceae,,,
2,17,2024,27,3,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,17,2024,27,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,17,2024,28,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,17,2024,28,2,Centaurea melitensis,CENMEL,forb,nonnative,annual,Asteraceae,,,
2,17,2024,28,3,Acmispon glaber,ACGL,forb,native,annual,Fabaceae,,,
2,17,2024,28,4,Festuca myros,FEMY,grass,nonnative,annual,Poaceae,,,
2,17,2024,28,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,17,2024,29,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,17,2024,29,2,Festuca myros,FEMY,grass,nonnative,annual,Poaceae,,,
2,17,2024,29,ground,litter,litter,litter,litter,litter,litter,,,
2,17,2024,30,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,17,2024,30,ground,moss,moss,ground,ground,ground,ground,,,
2,17,2024,31,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,,
2,17,2024,31,2,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,17,2024,31,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,17,2024,32,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,17,2024,32,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,,
2,17,2024,32,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,17,2024,33,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,,
2,17,2024,33,2,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,17,2024,33,ground,litter,litter,litter,litter,litter,litter,,,
2,17,2024,34,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,17,2024,34,ground,bare_ground,bare_ground,ground,ground,ground,ground,,,
2,17,2024,35,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,17,2024,35,ground,litter,litter,litter,litter,litter,litter,,,
2,17,2024,36,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,17,2024,36,2,Solanum xanti,SOXA,forb,native,perennial,Solanacaeae,,,
2,17,2024,36,ground,litter,litter,litter,litter,litter,litter,,,
2,17,2024,37,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,17,2024,37,2,Solanum xanti,SOXA,forb,native,perennial,Solanacaeae,,,
2,17,2024,37,ground,litter,litter,litter,litter,litter,litter,,,
2,17,2024,38,1,Solanum xanti,SOXA,forb,native,perennial,Solanacaeae,,,
2,17,2024,38,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,,
2,17,2024,38,3,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,17,2024,38,ground,litter,litter,litter,litter,litter,litter,,,
2,17,2024,39,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,17,2024,39,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,,
2,17,2024,39,ground,litter,litter,litter,litter,litter,litter,,,
2,17,2024,40,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,17,2024,40,2,Bromus hordeaceus,BRHO,grass,nonnative,annual,Poaceae,,,
2,17,2024,40,ground,litter,litter,litter,litter,litter,litter,,,
2,17,2024,41,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,17,2024,41,2,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,17,2024,41,ground,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,18,2024,0,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae,,,
2,18,2024,0,ground cover,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,18,2024,0.5,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,18,2024,0.5,ground cover,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,18,2024,1,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,18,2024,1,ground cover,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,18,2024,1.5,1,Chenopodium californicum,CHCA,forb,native,perennial,Chenopodiaceae  ,,,
2,18,2024,1.5,2,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,18,2024,1.5,ground cover,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,18,2024,2,1,Chenopodium californicum,CHCA,forb,native,perennial,Chenopodiaceae  ,,,
2,18,2024,2,2,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,18,2024,2,ground cover,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,18,2024,2.5,1,Chenopodium californicum,CHCA,forb,native,perennial,Chenopodiaceae  ,,,
2,18,2024,2.5,2,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,18,2024,2.5,ground cover,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,18,2024,3,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,18,2024,3,ground cover,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,18,2024,3.5,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,18,2024,3.5,ground cover,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,18,2024,4,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,18,2024,4,2,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,18,2024,4,ground cover,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,18,2024,4.5,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,18,2024,4.5,2,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,18,2024,4.5,ground cover,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,18,2024,5,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,18,2024,5,2,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,18,2024,5,ground cover,bare_ground,bare_ground,ground,ground,ground,ground,,,
2,18,2024,5.5,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,18,2024,5.5,ground cover,bare_ground,bare_ground,ground,ground,ground,ground,,,
2,18,2024,6,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,18,2024,6,ground cover,litter,litter,litter,litter,litter,litter,,,
2,18,2024,6.5,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,18,2024,6.5,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae,,,
2,18,2024,6.5,ground cover,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,18,2024,7,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,18,2024,7,ground cover,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,18,2024,7.5,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,18,2024,7.5,ground cover,litter,litter,litter,litter,litter,litter,,,
2,18,2024,8,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,18,2024,8,ground cover,bare_ground,bare_ground,ground,ground,ground,ground,,,
2,18,2024,8.5,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,18,2024,8.5,ground cover,bare_ground,bare_ground,ground,ground,ground,ground,,,
2,18,2024,9,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,18,2024,9,2,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,18,2024,9,ground cover,litter,litter,litter,litter,litter,litter,,,
2,18,2024,9.5,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,18,2024,9.5,2,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae,,,
2,18,2024,9.5,ground cover,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,18,2024,10,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,18,2024,10,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae,,,
2,18,2024,10,ground cover,bare_ground,bare_ground,ground,ground,ground,ground,,,
2,18,2024,10.5,1,Avena barbata,AVBA,grass,nonnative,annual,Poaceae,,,
2,18,2024,10.5,ground cover,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,18,2024,11,ground cover,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,18,2024,11.5,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,18,2024,11.5,ground cover,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,18,2024,12,ground cover,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,18,2024,12.5,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,18,2024,12.5,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
2,18,2024,12.5,ground cover,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,18,2024,13,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,18,2024,13,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
2,18,2024,13,ground cover,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,18,2024,13.5,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,18,2024,13.5,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
2,18,2024,13.5,ground cover,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,18,2024,14,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,18,2024,14,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
2,18,2024,14,ground cover,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,18,2024,14.5,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,18,2024,14.5,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
2,18,2024,14.5,ground cover,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,18,2024,15,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,18,2024,15,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
2,18,2024,15,ground cover,litter,litter,litter,litter,litter,litter,,,
2,18,2024,15.5,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,18,2024,15.5,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
2,18,2024,15.5,ground cover,litter,litter,litter,litter,litter,litter,,,
2,18,2024,16,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
2,18,2024,16,ground cover,litter,litter,litter,litter,litter,litter,,,
2,18,2024,16.5,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
2,18,2024,16.5,ground cover,litter,litter,litter,litter,litter,litter,,,
2,18,2024,17,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
2,18,2024,17,ground cover,litter,litter,litter,litter,litter,litter,,,
2,18,2024,17.5,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,18,2024,17.5,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
2,18,2024,17.5,ground cover,bare_ground,bare_ground,ground,ground,ground,ground,,,
2,18,2024,18,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,18,2024,18,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae,,,
2,18,2024,18,ground cover,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,18,2024,18.5,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,18,2024,18.5,2,Hirschfeldia incana,HIIN,forb,nonnative,annual,Brassicaceae,,,
2,18,2024,18.5,ground cover,bare_ground,bare_ground,ground,ground,ground,ground,,,
2,18,2024,19,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,18,2024,19,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae,,,
2,18,2024,19,ground cover,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,18,2024,19.5,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,,
2,18,2024,19.5,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae,,,
2,18,2024,19.5,ground cover,thatch,thatch,thatch,thatch,thatch,thatch,,,
2,18,2024,20,1,Hirschfeldia incana,HIIN,forb,nonnative,annual,Brassicaceae,,,
2,18,2024,20,ground cover,thatch,thatch,thatch,thatch,thatch,thatch,,,
INT1,1,2019,1,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,INT1,intact
INT1,1,2019,1,2,Galium porrigens,galium,forb,native,perennial,Rubiaceae,,INT1,intact
INT1,1,2019,1,3,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,INT1,intact
INT1,1,2019,1,4,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae,,INT1,intact
INT1,1,2019,1,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,INT1,intact
INT1,1,2019,2,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,INT1,intact
INT1,1,2019,2,2,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae,,INT1,intact
INT1,1,2019,2,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,INT1,intact
INT1,1,2019,3,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,INT1,intact
INT1,1,2019,3,ground,bare_ground,bare_ground,ground,ground,ground,ground,,INT1,intact
INT1,1,2019,4,1,Stipa lepida,STLE,grass,native,perennial,Poaceae,,INT1,intact
INT1,1,2019,4,2,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae,,INT1,intact
INT1,1,2019,4,3,Stipa lepida,STLE,grass,native,perennial,Poaceae,,INT1,intact
INT1,1,2019,4,ground,thatch,nonnative_thatch,ground,ground,ground,ground,,INT1,intact
INT1,1,2019,5,1,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae,,INT1,intact
INT1,1,2019,5,2,Pellaea andromedifolia,pellaea andromedifolia,fern,native,perennial,Pteridaceae,,INT1,intact
INT1,1,2019,5,3,Stipa lepida,STLE,grass,native,perennial,Poaceae,,INT1,intact
INT1,1,2019,5,ground,bare_ground,bare_ground,ground,ground,ground,ground,,INT1,intact
INT1,1,2019,6,1,Stipa lepida,STLE,grass,native,perennial,Poaceae,,INT1,intact
INT1,1,2019,6,2,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae,,INT1,intact
INT1,1,2019,6,ground,bare_ground,bare_ground,ground,ground,ground,ground,,INT1,intact
INT1,1,2019,7,1,Stipa lepida,STLE,grass,native,perennial,Poaceae,,INT1,intact
INT1,1,2019,7,2,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae,,INT1,intact
INT1,1,2019,7,ground,litter,native_litter,ground,ground,ground,ground,,INT1,intact
INT1,1,2019,8,1,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae,,INT1,intact
INT1,1,2019,8,ground,litter,native_litter,ground,ground,ground,ground,,INT1,intact
INT1,1,2019,9,1,Galium porrigens,Galium porrigens,forb,native,perennial,Rubiaceae,,INT1,intact
INT1,1,2019,9,2,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,INT1,intact
INT1,1,2019,9,3,Stipa lepida,STLE,grass,native,perennial,Poaceae,,INT1,intact
INT1,1,2019,9,ground,litter,native_litter,ground,ground,ground,ground,,INT1,intact
INT1,1,2019,10,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,INT1,intact
INT1,1,2019,10,2,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae,,INT1,intact
INT1,1,2019,10,ground,litter,native_litter,ground,ground,ground,ground,,INT1,intact
INT1,1,2019,11,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae,,INT1,intact
