standtype,site,rep,distance,vertical,species,code,lifeform,status,lifecycle,Family
degraded,DEG2,6,38,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG2,6,38,2,,HIIN dead,herb,nonnative,annual,Brassicaceae
degraded,DEG2,6,38,3,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG2,6,38,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,6,39,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG2,6,39,2,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,6,39,3,,HIIN dead,herb,nonnative,annual,Brassicaceae
degraded,DEG2,6,39,4,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,6,39,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,6,40,1,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,6,40,2,,HIIN dead,herb,nonnative,annual,Brassicaceae
degraded,DEG2,6,40,3,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,6,40,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,6,41,1,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,6,41,2,,dead BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,6,41,3,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,6,41,ground,n/a,nonnative_thatch,ground,ground,ground,ground
intact,Intact_1,1,1,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
intact,Intact_1,1,1,2,Galium porrigens,galium,herb,native,perennial,Rubiaceae
intact,Intact_1,1,1,3,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
intact,Intact_1,1,1,4,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_1,1,1,ground,n/a,nonnative_thatch,ground,ground,ground,ground
intact,Intact_1,1,2,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
intact,Intact_1,1,2,2,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_1,1,2,ground,n/a,nonnative_thatch,ground,ground,ground,ground
intact,Intact_1,1,3,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
intact,Intact_1,1,3,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_1,1,4,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_1,1,4,2,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_1,1,4,3,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_1,1,4,ground,n/a,nonnative_thatch,ground,ground,ground,ground
intact,Intact_1,1,5,1,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_1,1,5,2,Pellaea andromedifolia,pellaea andromedifolia,fern,native,perennial,Pteridaceae
intact,Intact_1,1,5,3,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_1,1,5,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_1,1,6,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_1,1,6,2,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_1,1,6,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_1,1,7,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_1,1,7,2,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_1,1,7,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_1,1,8,1,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_1,1,8,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_1,1,9,1,Galium porrigens,Galium porrigens,herb,native,perennial,Rubiaceae
intact,Intact_1,1,9,2,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
intact,Intact_1,1,9,3,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_1,1,9,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_1,1,10,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
intact,Intact_1,1,10,2,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_1,1,10,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_1,1,11,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
intact,Intact_1,1,11,2,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_1,1,11,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_1,1,12,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_1,1,12,2,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_1,1,12,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_1,1,13,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_1,1,13,2,Elymus condensatus,elco,grass,native,perennial,Poaceae
intact,Intact_1,1,13,3,,dd HEAR,shrub,native,perennial,Rosaceae
intact,Intact_1,1,13,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_1,1,14,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_1,1,14,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
intact,Intact_1,1,14,3,,dd HEAR,shrub,native,perennial,Rosaceae
intact,Intact_1,1,14,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_1,1,15,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
intact,Intact_1,1,15,2,,HEAR dead,shrub,native,perennial,Rosaceae
intact,Intact_1,1,15,3,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
intact,Intact_1,1,15,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_1,1,16,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
intact,Intact_1,1,16,2,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_1,1,16,3,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
intact,Intact_1,1,16,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_1,1,17,1,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_1,1,17,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
intact,Intact_1,1,17,3,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_1,1,17,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_1,1,18,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_1,1,18,2,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_1,1,18,3,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
intact,Intact_1,1,18,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_1,1,19,1,Carduus pycnocephalus,Carduus pycnocephalus,herb,nonnative,annual,Asteraceae
intact,Intact_1,1,19,2,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_1,1,19,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_1,1,20,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_1,1,20,2,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_1,1,20,3,,dd HEAR,shrub,native,perennial,Rosaceae
intact,Intact_1,1,20,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_1,1,21,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_1,1,21,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_1,1,22,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_1,1,22,2,,HEAR dead,shrub,native,perennial,Rosaceae
intact,Intact_1,1,22,ground,n/a,nonnative_thatch,ground,ground,ground,ground
intact,Intact_1,1,23,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_1,1,23,2,,HEAR dead,shrub,native,perennial,Rosaceae
intact,Intact_1,1,23,ground,n/a,nonnative_thatch,ground,ground,ground,ground
intact,Intact_1,1,24,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_1,1,24,2,,dd brome,grass,nonnative,annual,Poaceae
intact,Intact_1,1,24,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_1,1,25,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
intact,Intact_1,1,25,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_1,1,26,1,,d STLE,grass,native,perennial,Poaceae
intact,Intact_1,1,26,2,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_1,1,26,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_1,1,27,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_1,1,27,ground,n/a,nonnative_thatch,ground,ground,ground,ground
intact,Intact_1,1,28,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
intact,Intact_1,1,28,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_1,1,29,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_1,1,29,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_1,1,30,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_1,1,31,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_1,1,32,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_1,1,32,ground,n/a,nonnative_thatch,ground,ground,ground,ground
intact,Intact_1,1,33,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_1,1,33,2,,HEAR dead,shrub,native,perennial,Rosaceae
intact,Intact_1,1,33,3,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_1,1,33,ground,n/a,nonnative_thatch,ground,ground,ground,ground
intact,Intact_1,1,34,1,,HEAR dead,shrub,native,perennial,Rosaceae
intact,Intact_1,1,34,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_1,1,35,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_1,1,35,2,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_1,1,35,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_1,1,36,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_1,1,36,2,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_1,1,36,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_1,1,37,1,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_1,1,37,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_1,1,38,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_1,1,38,2,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_1,1,38,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_1,1,39,1,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_1,1,39,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_1,1,40,1,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_1,1,40,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_1,1,41,1,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_1,1,41,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_2,2,1,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_2,2,1,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
intact,Intact_2,2,1,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_2,2,2,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
intact,Intact_2,2,2,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_2,2,3,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_2,2,3,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
intact,Intact_2,2,3,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_2,2,4,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_2,2,4,2,,dd sale,shrub,native,perennial,Lamiaceae
intact,Intact_2,2,4,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_2,2,5,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_2,2,5,2,Rhus ovata,RHOV,shrub,native,perennial,Anacardiaceae
intact,Intact_2,2,5,3,Elymus condensatus,elco,grass,native,perennial,Poaceae
intact,Intact_2,2,5,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_2,2,6,1,,d elco,grass,native,perennial,Poaceae
intact,Intact_2,2,6,2,Rhus ovata,RHOV,shrub,native,perennial,Anacardiaceae
intact,Intact_2,2,6,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_2,2,7,1,,d elco,grass,native,perennial,Poaceae
intact,Intact_2,2,7,2,Rhamnus ilicifolia,rhil,shrub,native,perennial,Rhamnaceae
intact,Intact_2,2,7,3,,dd elco,grass,native,perennial,Poaceae
intact,Intact_2,2,7,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_2,2,8,1,Galium porrigens,Galium porrigens,herb,native,perennial,Rubiaceae
intact,Intact_2,2,8,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
intact,Intact_2,2,8,3,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_2,2,8,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_2,2,9,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
intact,Intact_2,2,9,2,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_2,2,9,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_2,2,10,1,Apiastrum angustifolium,Apiastrum angustifolium,herb,native,annual,Apiaceae
intact,Intact_2,2,10,ground,n/a,nonnative_thatch,ground,ground,ground,ground
intact,Intact_2,2,11,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_2,2,12,1,,BRRU dead,grass,nonnative,annual,Poaceae
intact,Intact_2,2,12,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_2,2,13,1,Apiastrum angustifolium,Apiastrum angustifolium,herb,native,annual,Apiaceae
intact,Intact_2,2,13,2,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_2,2,13,3,Apiastrum angustifolium,Apiastrum angustifolium,herb,native,annual,Apiaceae
intact,Intact_2,2,13,ground,n/a,nonnative_thatch,ground,ground,ground,ground
intact,Intact_2,2,14,1,Apiastrum angustifolium,Apiastrum angustifolium,herb,native,annual,Apiaceae
intact,Intact_2,2,14,2,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_2,2,14,ground,n/a,nonnative_thatch,ground,ground,ground,ground
intact,Intact_2,2,15,1,Apiastrum angustifolium,Apiastrum angustifolium,herb,native,annual,Apiaceae
intact,Intact_2,2,15,2,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_2,2,15,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_2,2,16,1,Dipterostemon capitatus,dica,herb,native,perennial,Themidaceae
intact,Intact_2,2,16,2,Apiastrum angustifolium,Apiastrum angustifolium,herb,native,annual,Apiaceae
intact,Intact_2,2,16,3,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_2,2,16,4,,dd HEAR,shrub,native,perennial,Rosaceae
intact,Intact_2,2,16,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_2,2,17,1,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_2,2,17,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_2,2,18,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_2,2,19,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_2,2,19,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
intact,Intact_2,2,19,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_2,2,20,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae
intact,Intact_2,2,20,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
intact,Intact_2,2,20,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_2,2,21,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
intact,Intact_2,2,21,2,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae
intact,Intact_2,2,21,3,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
intact,Intact_2,2,21,ground,n/a,moss,ground,ground,ground,ground
intact,Intact_2,2,22,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae
intact,Intact_2,2,22,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_2,2,23,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae
intact,Intact_2,2,23,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_2,2,24,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae
intact,Intact_2,2,24,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_2,2,25,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_2,2,25,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_2,2,26,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_2,2,26,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_2,2,27,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae
intact,Intact_2,2,27,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_2,2,28,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_2,2,28,2,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae
intact,Intact_2,2,28,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_2,2,29,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae
intact,Intact_2,2,29,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_2,2,30,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae
intact,Intact_2,2,30,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_2,2,31,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae
intact,Intact_2,2,31,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_2,2,32,1,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_2,2,32,2,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae
intact,Intact_2,2,32,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_2,2,33,1,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_2,2,33,2,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae
intact,Intact_2,2,33,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_2,2,34,1,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_2,2,34,2,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae
intact,Intact_2,2,34,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_2,2,35,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae
intact,Intact_2,2,35,2,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_2,2,35,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_2,2,36,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae
intact,Intact_2,2,36,2,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_2,2,36,ground,n/a,nonnative_thatch,ground,ground,ground,ground
intact,Intact_2,2,37,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae
intact,Intact_2,2,37,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
intact,Intact_2,2,37,3,Artemisia californica,arca,shrub,native,perennial,Asteraceae
intact,Intact_2,2,37,4,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_2,2,37,ground,n/a,nonnative_thatch,ground,ground,ground,ground
intact,Intact_2,2,38,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae
intact,Intact_2,2,38,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
intact,Intact_2,2,38,ground,n/a,nonnative_thatch,ground,ground,ground,ground
intact,Intact_2,2,39,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae
intact,Intact_2,2,39,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
intact,Intact_2,2,39,ground,n/a,nonnative_thatch,ground,ground,ground,ground
intact,Intact_2,2,40,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_2,2,40,2,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae
intact,Intact_2,2,40,ground,n/a,nonnative_thatch,ground,ground,ground,ground
intact,Intact_2,2,41,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_2,2,41,ground,n/a,nonnative_thatch,ground,ground,ground,ground
intact,Intact_3,3,1,1,Bromus hordeaceus,BRHO,grass,nonnative,annual,Poaceae
intact,Intact_3,3,1,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_3,3,2,1,Bromus hordeaceus,BRHO,grass,nonnative,annual,Poaceae
intact,Intact_3,3,2,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_3,3,3,1,Bromus hordeaceus,BRHO,grass,nonnative,annual,Poaceae
intact,Intact_3,3,3,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
intact,Intact_3,3,3,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_3,3,4,1,Bromus hordeaceus,BRHO,grass,nonnative,annual,Poaceae
intact,Intact_3,3,4,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
intact,Intact_3,3,4,ground,n/a,nonnative_thatch,ground,ground,ground,ground
intact,Intact_3,3,5,1,Bromus hordeaceus,BRHO,grass,nonnative,annual,Poaceae
intact,Intact_3,3,5,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
intact,Intact_3,3,5,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_3,3,6,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_3,3,6,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
intact,Intact_3,3,6,3,Artemisia californica,arca,shrub,native,perennial,Asteraceae
intact,Intact_3,3,6,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_3,3,7,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_3,3,7,2,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_3,3,7,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_3,3,8,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_3,3,8,2,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_3,3,8,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_3,3,9,1,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_3,3,9,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
intact,Intact_3,3,9,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_3,3,10,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_3,3,10,2,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_3,3,10,3,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
intact,Intact_3,3,10,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_3,3,11,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_3,3,11,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
intact,Intact_3,3,11,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_3,3,12,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_3,3,12,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
intact,Intact_3,3,12,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_3,3,13,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_3,3,13,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
intact,Intact_3,3,13,3,Rhus ovata,RHOV,shrub,native,perennial,Anacardiaceae
intact,Intact_3,3,13,ground,n/a,nonnative_thatch,ground,ground,ground,ground
intact,Intact_3,3,14,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_3,3,14,2,Rhus ovata,RHOV,shrub,native,perennial,Anacardiaceae
intact,Intact_3,3,14,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_3,3,15,1,,HEAR dead,shrub,native,perennial,Rosaceae
intact,Intact_3,3,15,2,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_3,3,15,3,Rhus ovata,RHOV,shrub,native,perennial,Anacardiaceae
intact,Intact_3,3,15,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_3,3,16,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_3,3,16,2,Rhus ovata,RHOV,shrub,native,perennial,Anacardiaceae
intact,Intact_3,3,16,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_3,3,17,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_3,3,17,2,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_3,3,17,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_3,3,18,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_3,3,18,2,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_3,3,18,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_3,3,19,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_3,3,19,2,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_3,3,19,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_3,3,20,1,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_3,3,20,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_3,3,21,1,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_3,3,21,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_3,3,22,1,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_3,3,22,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_3,3,23,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_3,3,23,2,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_3,3,23,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_3,3,24,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_3,3,24,2,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_3,3,24,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_3,3,25,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_3,3,25,2,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_3,3,25,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_3,3,26,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
