standtype,site,rep,species,lifeform,status,lifecycle,family,site_rep
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_2
degraded,DEG1,3,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_3
degraded,DEG1,3,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_3
degraded,DEG1,3,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_3
degraded,DEG1,3,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_3
degraded,DEG1,3,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_3
degraded,DEG1,3,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_3
degraded,DEG1,3,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_3
degraded,DEG1,3,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_3
degraded,DEG1,3,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_3
degraded,DEG1,3,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_3
degraded,DEG1,3,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_3
degraded,DEG1,3,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_3
degraded,DEG1,3,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_3
degraded,DEG1,3,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_3
degraded,DEG1,3,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_3
degraded,DEG2,4,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_4
degraded,DEG2,4,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_4
degraded,DEG2,4,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_4
degraded,DEG2,4,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_4
degraded,DEG2,4,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_4
degraded,DEG2,4,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_4
degraded,DEG2,4,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_4
degraded,DEG2,4,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_4
degraded,DEG2,4,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_4
degraded,DEG2,4,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_4
degraded,DEG2,4,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_4
degraded,DEG2,4,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_4
degraded,DEG2,4,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_4
degraded,DEG2,4,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_4
degraded,DEG2,4,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_4
degraded,DEG2,4,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_4
degraded,DEG2,5,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_5
degraded,DEG2,5,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_5
degraded,DEG2,5,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_5
degraded,DEG2,5,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_5
degraded,DEG2,5,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_5
degraded,DEG2,5,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_5
degraded,DEG2,5,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_5
degraded,DEG2,5,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_5
degraded,DEG2,5,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_5
degraded,DEG2,5,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_5
degraded,DEG2,5,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_5
degraded,DEG2,5,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_5
degraded,DEG2,5,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_5
degraded,DEG2,5,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_5
degraded,DEG2,5,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_5
degraded,DEG2,5,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_5
degraded,DEG2,5,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_5
degraded,DEG2,5,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_5
degraded,DEG2,5,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_5
degraded,DEG2,5,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_5
degraded,DEG2,5,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_5
degraded,DEG2,5,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_5
degraded,DEG2,5,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_5
degraded,DEG2,5,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_5
degraded,DEG2,5,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_5
degraded,DEG2,6,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_6
degraded,DEG2,6,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_6
degraded,DEG2,6,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_6
degraded,DEG2,6,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_6
degraded,DEG2,6,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_6
degraded,DEG2,6,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_6
degraded,DEG2,6,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_6
degraded,DEG2,6,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_6
degraded,DEG2,6,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_6
degraded,DEG2,6,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_6
degraded,DEG2,6,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_6
degraded,DEG2,6,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_6
degraded,DEG2,6,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_6
degraded,DEG2,6,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_6
degraded,DEG2,6,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_6
degraded,DEG2,6,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_6
degraded,DEG2,6,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_6
degraded,DEG2,6,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_6
degraded,DEG2,6,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_6
degraded,DEG2,6,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_6
degraded,DEG2,6,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG2_6
matrix,ENH1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,ENH1_1
matrix,ENH1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,ENH1_1
matrix,ENH1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,ENH1_1
matrix,ENH1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,ENH1_1
matrix,ENH1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,ENH1_1
matrix,ENH1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,ENH1_1
matrix,ENH1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,ENH1_1
matrix,ENH1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,ENH1_1
matrix,ENH1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,ENH1_1
matrix,ENH1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,ENH1_1
matrix,ENH1,3,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,ENH1_3
matrix,ENH2,5,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,ENH2_5
matrix,ENH2,5,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,ENH2_5
matrix,ENH2,5,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,ENH2_5
matrix,ENH2,5,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,ENH2_5
degraded,DEG1,1,Lupinus spp.,herb,native,annual,Fabaceae,DEG1_1
degraded,DEG1,1,Lupinus spp.,herb,native,annual,Fabaceae,DEG1_1
degraded,DEG1,2,Lupinus spp.,herb,native,annual,Fabaceae,DEG1_2
degraded,DEG1,2,Lupinus spp.,herb,native,annual,Fabaceae,DEG1_2
degraded,DEG2,5,Lupinus spp.,herb,native,annual,Fabaceae,DEG2_5
degraded,DEG2,6,Lupinus spp.,herb,native,annual,Fabaceae,DEG2_6
matrix,ENH2,4,Lupinus spp.,herb,native,annual,Fabaceae,ENH2_4
degraded,DEG1,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,DEG1_3
degraded,DEG1,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,DEG1_3
degraded,DEG2,4,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,DEG2_4
degraded,DEG2,4,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,DEG2_4
degraded,DEG2,4,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,DEG2_4
degraded,DEG2,4,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,DEG2_4
degraded,DEG2,4,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,DEG2_4
degraded,DEG2,5,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,DEG2_5
degraded,DEG2,5,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,DEG2_5
degraded,DEG2,5,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,DEG2_5
degraded,DEG2,5,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,DEG2_5
degraded,DEG2,5,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,DEG2_5
degraded,DEG2,5,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,DEG2_5
degraded,DEG2,5,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,DEG2_5
degraded,DEG2,5,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,DEG2_5
degraded,DEG2,5,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,DEG2_5
degraded,DEG2,5,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,DEG2_5
degraded,DEG2,5,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,DEG2_5
degraded,DEG2,5,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,DEG2_5
degraded,DEG2,5,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,DEG2_5
degraded,DEG2,5,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,DEG2_5
degraded,DEG2,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,DEG2_6
degraded,DEG2,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,DEG2_6
degraded,DEG2,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,DEG2_6
degraded,DEG2,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,DEG2_6
degraded,DEG2,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,DEG2_6
degraded,DEG2,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,DEG2_6
degraded,DEG2,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,DEG2_6
matrix,ENH1,1,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_1
matrix,ENH1,1,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_1
matrix,ENH1,1,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_1
matrix,ENH1,1,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_1
matrix,ENH1,1,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_1
matrix,ENH1,1,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_1
matrix,ENH1,1,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_1
matrix,ENH1,1,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_1
matrix,ENH1,1,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_1
matrix,ENH1,1,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_1
matrix,ENH1,1,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_1
matrix,ENH1,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_2
matrix,ENH1,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_2
matrix,ENH1,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_2
matrix,ENH1,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_2
matrix,ENH1,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_2
matrix,ENH1,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_2
matrix,ENH1,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_2
matrix,ENH1,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_2
matrix,ENH1,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_2
matrix,ENH1,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_2
matrix,ENH1,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_2
matrix,ENH1,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_2
matrix,ENH1,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_2
matrix,ENH1,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_2
matrix,ENH1,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_2
matrix,ENH1,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_2
matrix,ENH1,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_2
matrix,ENH1,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_2
matrix,ENH1,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_2
matrix,ENH1,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_2
matrix,ENH1,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_2
matrix,ENH1,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_2
matrix,ENH1,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_2
matrix,ENH1,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_2
matrix,ENH1,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_3
matrix,ENH1,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_3
matrix,ENH1,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_3
matrix,ENH1,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_3
matrix,ENH1,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_3
matrix,ENH1,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_3
matrix,ENH1,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_3
matrix,ENH1,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_3
matrix,ENH1,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_3
matrix,ENH1,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_3
matrix,ENH1,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_3
matrix,ENH1,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_3
matrix,ENH1,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_3
matrix,ENH1,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_3
matrix,ENH1,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_3
matrix,ENH1,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_3
matrix,ENH1,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_3
matrix,ENH1,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_3
matrix,ENH1,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_3
matrix,ENH1,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_3
matrix,ENH1,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_3
matrix,ENH1,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_3
matrix,ENH1,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_3
matrix,ENH1,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_3
matrix,ENH1,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_3
matrix,ENH1,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_3
matrix,ENH1,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_3
matrix,ENH1,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_3
matrix,ENH1,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_3
matrix,ENH2,4,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_4
matrix,ENH2,4,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_4
matrix,ENH2,4,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_4
matrix,ENH2,4,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_4
matrix,ENH2,4,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_4
matrix,ENH2,4,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_4
matrix,ENH2,4,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_4
matrix,ENH2,4,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_4
matrix,ENH2,4,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_4
matrix,ENH2,4,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_4
matrix,ENH2,4,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_4
matrix,ENH2,4,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_4
matrix,ENH2,4,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_4
matrix,ENH2,4,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_4
matrix,ENH2,4,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_4
matrix,ENH2,4,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_4
matrix,ENH2,5,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_5
matrix,ENH2,5,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_5
matrix,ENH2,5,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_5
matrix,ENH2,5,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_5
matrix,ENH2,5,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_5
matrix,ENH2,5,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_5
matrix,ENH2,5,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_5
matrix,ENH2,5,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_5
matrix,ENH2,5,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_5
matrix,ENH2,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_6
matrix,ENH2,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_6
matrix,ENH2,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_6
matrix,ENH2,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_6
matrix,ENH2,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_6
matrix,ENH2,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_6
matrix,ENH2,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_6
matrix,ENH2,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_6
matrix,ENH2,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_6
matrix,ENH2,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_6
matrix,ENH2,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_6
matrix,ENH2,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_6
matrix,ENH2,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_6
matrix,ENH2,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_6
matrix,ENH2,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_6
matrix,ENH2,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_6
matrix,ENH2,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_6
matrix,ENH2,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_6
matrix,ENH2,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_6
matrix,ENH2,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_6
matrix,ENH2,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_6
matrix,ENH2,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_6
matrix,ENH2,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_6
matrix,ENH2,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_6
matrix,ENH2,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_6
intact,Intact3,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,Intact3_3
matrix,ENH1,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_2
matrix,ENH2,4,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_4
matrix,ENH1,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_2
matrix,ENH2,4,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_4
matrix,ENH1,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_3
