"","standtype","site","rep","species","lifeform","status","lifecycle","family","site_rep","site_rep_species"
"642","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"643","degraded","DEG2",6,"Artemisia californica","shrub","native","perennial","Asteraceae","DEG2_6","DEG2_6_Artemisia californica"
"644","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Bromus rubens"
"645","degraded","DEG2",6,"Artemisia californica","shrub","native","perennial","Asteraceae","DEG2_6","DEG2_6_Artemisia californica"
"646","degraded","DEG2",6,"Bromus diandrus","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Bromus diandrus"
"647","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_6","DEG2_6_Hirschfeldia incana"
"648","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_6","DEG2_6_Hirschfeldia incana"
"649","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_6","DEG2_6_Hirschfeldia incana"
"650","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"651","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"652","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Bromus rubens"
"653","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"654","degraded","DEG2",6,"Dipterostemon capitatus","herb","native","perennial","Themidaceae","DEG2_6","DEG2_6_Dipterostemon capitatus"
"655","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"656","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"657","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Bromus rubens"
"658","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"659","degraded","DEG2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","DEG2_6","DEG2_6_Malacothamnus fasciculatus"
"660","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"661","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"662","degraded","DEG2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","DEG2_6","DEG2_6_Malacothamnus fasciculatus"
"663","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"664","degraded","DEG2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","DEG2_6","DEG2_6_Malacothamnus fasciculatus"
"665","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"666","degraded","DEG2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","DEG2_6","DEG2_6_Malacothamnus fasciculatus"
"667","degraded","DEG2",6,"Elymus condensatus","grass","native","perennial","Poaceae","DEG2_6","DEG2_6_Elymus condensatus"
"668","degraded","DEG2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","DEG2_6","DEG2_6_Malacothamnus fasciculatus"
"669","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"670","degraded","DEG2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","DEG2_6","DEG2_6_Malacothamnus fasciculatus"
"671","degraded","DEG2",6,"Elymus condensatus","grass","native","perennial","Poaceae","DEG2_6","DEG2_6_Elymus condensatus"
"672","degraded","DEG2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","DEG2_6","DEG2_6_Malacothamnus fasciculatus"
"673","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_6","DEG2_6_Hirschfeldia incana"
"674","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"675","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_6","DEG2_6_Hirschfeldia incana"
"676","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Bromus rubens"
"677","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"678","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"679","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_6","DEG2_6_Hirschfeldia incana"
"680","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Bromus rubens"
"681","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"682","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"683","degraded","DEG2",6,"Lupinus spp.","herb","native","annual","Fabaceae","DEG2_6","DEG2_6_Lupinus spp."
"684","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"685","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"686","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"687","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_6","DEG2_6_Hirschfeldia incana"
"688","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"689","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Bromus rubens"
"690","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"691","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_6","DEG2_6_Hirschfeldia incana"
"692","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"693","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"694","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"695","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Bromus rubens"
"696","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"697","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Bromus rubens"
"698","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"699","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_6","DEG2_6_Hirschfeldia incana"
"700","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Bromus rubens"
"701","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"702","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_6","DEG2_6_Hirschfeldia incana"
"703","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"704","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"705","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_6","DEG2_6_Hirschfeldia incana"
"706","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"707","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"708","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_6","DEG2_6_Hirschfeldia incana"
"709","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_6","DEG2_6_Hirschfeldia incana"
"710","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"711","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_6","DEG2_6_Hirschfeldia incana"
"712","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_6","DEG2_6_Hirschfeldia incana"
"713","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"714","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_6","DEG2_6_Hirschfeldia incana"
"715","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Bromus rubens"
"716","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"717","intact","Intact1",1,"Bromus diandrus","grass","nonnative","annual","Poaceae","Intact1_1","Intact1_1_Bromus diandrus"
"718","intact","Intact1",1,"Galium porrigens","herb","native","perennial","Rubiaceae","Intact1_1","Intact1_1_Galium porrigens"
"719","intact","Intact1",1,"Bromus diandrus","grass","nonnative","annual","Poaceae","Intact1_1","Intact1_1_Bromus diandrus"
"720","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia"
"721","intact","Intact1",1,"Bromus diandrus","grass","nonnative","annual","Poaceae","Intact1_1","Intact1_1_Bromus diandrus"
"722","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia"
"723","intact","Intact1",1,"Bromus diandrus","grass","nonnative","annual","Poaceae","Intact1_1","Intact1_1_Bromus diandrus"
"724","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida"
"725","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia"
"726","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida"
"727","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia"
"728","intact","Intact1",1,"Pellaea andromedifolia","fern","native","perennial","Pteridaceae","Intact1_1","Intact1_1_Pellaea andromedifolia"
"729","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida"
"730","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida"
"731","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia"
"732","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida"
"733","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia"
"734","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia"
"735","intact","Intact1",1,"Galium porrigens","herb","native","perennial","Rubiaceae","Intact1_1","Intact1_1_Galium porrigens"
"736","intact","Intact1",1,"Bromus diandrus","grass","nonnative","annual","Poaceae","Intact1_1","Intact1_1_Bromus diandrus"
"737","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida"
"738","intact","Intact1",1,"Bromus diandrus","grass","nonnative","annual","Poaceae","Intact1_1","Intact1_1_Bromus diandrus"
"739","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia"
"740","intact","Intact1",1,"Bromus diandrus","grass","nonnative","annual","Poaceae","Intact1_1","Intact1_1_Bromus diandrus"
"741","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia"
"742","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida"
"743","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia"
"744","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida"
"745","intact","Intact1",1,"Elymus condensatus","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Elymus condensatus"
"746","intact","Intact1",1,"Heteromeles arbutifolia dead","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia dead"
"747","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida"
"748","intact","Intact1",1,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","Intact1_1","Intact1_1_Salvia leucophylla"
"749","intact","Intact1",1,"Heteromeles arbutifolia dead","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia dead"
"750","intact","Intact1",1,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","Intact1_1","Intact1_1_Salvia leucophylla"
"751","intact","Intact1",1,"Heteromeles arbutifolia dead","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia dead"
"752","intact","Intact1",1,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","Intact1_1","Intact1_1_Salvia leucophylla"
"753","intact","Intact1",1,"Bromus diandrus","grass","nonnative","annual","Poaceae","Intact1_1","Intact1_1_Bromus diandrus"
"754","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia"
"755","intact","Intact1",1,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","Intact1_1","Intact1_1_Salvia leucophylla"
"756","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia"
"757","intact","Intact1",1,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","Intact1_1","Intact1_1_Salvia leucophylla"
"758","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia"
"759","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida"
"760","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia"
"761","intact","Intact1",1,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","Intact1_1","Intact1_1_Salvia leucophylla"
"762","intact","Intact1",1,"Carduus pycnocephalus","herb","nonnative","annual","Asteraceae","Intact1_1","Intact1_1_Carduus pycnocephalus"
"763","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia"
"764","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida"
"765","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida"
"766","intact","Intact1",1,"Heteromeles arbutifolia dead","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia dead"
"767","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida"
"768","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida"
"769","intact","Intact1",1,"Heteromeles arbutifolia dead","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia dead"
"770","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida"
"771","intact","Intact1",1,"Heteromeles arbutifolia dead","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia dead"
"772","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida"
"773","intact","Intact1",1,"Bromus rubens","grass","nonnative","annual","Poaceae","Intact1_1","Intact1_1_Bromus rubens"
"774","intact","Intact1",1,"Bromus diandrus","grass","nonnative","annual","Poaceae","Intact1_1","Intact1_1_Bromus diandrus"
"775","intact","Intact1",1,"Stipa lepida dead","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida dead"
"776","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida"
"777","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida"
"778","intact","Intact1",1,"Bromus diandrus","grass","nonnative","annual","Poaceae","Intact1_1","Intact1_1_Bromus diandrus"
"779","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida"
"780","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida"
"781","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida"
"782","intact","Intact1",1,"Heteromeles arbutifolia dead","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia dead"
"783","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida"
"784","intact","Intact1",1,"Heteromeles arbutifolia dead","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia dead"
"785","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida"
"786","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia"
"787","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida"
"788","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia"
"789","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia"
"790","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida"
"791","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia"
"792","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia"
"793","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia"
"794","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia"
"795","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae","Intact2_2","Intact2_2_Stipa lepida"
"796","intact","Intact2",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","Intact2_2","Intact2_2_Salvia leucophylla"
"797","intact","Intact2",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","Intact2_2","Intact2_2_Salvia leucophylla"
"798","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae","Intact2_2","Intact2_2_Stipa lepida"
"799","intact","Intact2",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","Intact2_2","Intact2_2_Salvia leucophylla"
"800","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae","Intact2_2","Intact2_2_Stipa lepida"
"801","intact","Intact2",2,"Salvia leucophylla dead","shrub","native","perennial","Lamiaceae","Intact2_2","Intact2_2_Salvia leucophylla dead"
"802","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae","Intact2_2","Intact2_2_Stipa lepida"
"803","intact","Intact2",2,"Rhus ovata","shrub","native","perennial","Anacardiaceae","Intact2_2","Intact2_2_Rhus ovata"
"804","intact","Intact2",2,"Elymus condensatus","grass","native","perennial","Poaceae","Intact2_2","Intact2_2_Elymus condensatus"
"805","intact","Intact2",2,"Elymus condensatus dead","grass","native","perennial","Poaceae","Intact2_2","Intact2_2_Elymus condensatus dead"
"806","intact","Intact2",2,"Rhus ovata","shrub","native","perennial","Anacardiaceae","Intact2_2","Intact2_2_Rhus ovata"
"807","intact","Intact2",2,"Elymus condensatus dead","grass","native","perennial","Poaceae","Intact2_2","Intact2_2_Elymus condensatus dead"
"808","intact","Intact2",2,"Rhamnus ilicifolia","shrub","native","perennial","Rhamnaceae","Intact2_2","Intact2_2_Rhamnus ilicifolia"
"809","intact","Intact2",2,"Elymus condensatus dead","grass","native","perennial","Poaceae","Intact2_2","Intact2_2_Elymus condensatus dead"
"810","intact","Intact2",2,"Galium porrigens","herb","native","perennial","Rubiaceae","Intact2_2","Intact2_2_Galium porrigens"
"811","intact","Intact2",2,"Bromus rubens","grass","nonnative","annual","Poaceae","Intact2_2","Intact2_2_Bromus rubens"
"812","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae","Intact2_2","Intact2_2_Stipa lepida"
"813","intact","Intact2",2,"Bromus rubens","grass","nonnative","annual","Poaceae","Intact2_2","Intact2_2_Bromus rubens"
"814","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae","Intact2_2","Intact2_2_Stipa lepida"
"815","intact","Intact2",2,"Apiastrum angustifolium","herb","native","annual","Apiaceae","Intact2_2","Intact2_2_Apiastrum angustifolium"
"816","intact","Intact2",2,"Bromus rubens","grass","nonnative","annual","Poaceae","Intact2_2","Intact2_2_Bromus rubens"
"817","intact","Intact2",2,"Apiastrum angustifolium","herb","native","annual","Apiaceae","Intact2_2","Intact2_2_Apiastrum angustifolium"
"818","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae","Intact2_2","Intact2_2_Stipa lepida"
"819","intact","Intact2",2,"Apiastrum angustifolium","herb","native","annual","Apiaceae","Intact2_2","Intact2_2_Apiastrum angustifolium"
"820","intact","Intact2",2,"Apiastrum angustifolium","herb","native","annual","Apiaceae","Intact2_2","Intact2_2_Apiastrum angustifolium"
"821","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae","Intact2_2","Intact2_2_Stipa lepida"
"822","intact","Intact2",2,"Apiastrum angustifolium","herb","native","annual","Apiaceae","Intact2_2","Intact2_2_Apiastrum angustifolium"
"823","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae","Intact2_2","Intact2_2_Stipa lepida"
"824","intact","Intact2",2,"Dipterostemon capitatus","herb","native","perennial","Themidaceae","Intact2_2","Intact2_2_Dipterostemon capitatus"
"825","intact","Intact2",2,"Apiastrum angustifolium","herb","native","annual","Apiaceae","Intact2_2","Intact2_2_Apiastrum angustifolium"
"826","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae","Intact2_2","Intact2_2_Stipa lepida"
"827","intact","Intact2",2,"Heteromeles arbutifolia dead","shrub","native","perennial","Rosaceae","Intact2_2","Intact2_2_Heteromeles arbutifolia dead"
"828","intact","Intact2",2,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact2_2","Intact2_2_Heteromeles arbutifolia"
"829","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae","Intact2_2","Intact2_2_Stipa lepida"
"830","intact","Intact2",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","Intact2_2","Intact2_2_Salvia leucophylla"
"831","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae","Intact2_2","Intact2_2_Artemisia californica"
"832","intact","Intact2",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","Intact2_2","Intact2_2_Salvia leucophylla"
"833","intact","Intact2",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","Intact2_2","Intact2_2_Salvia leucophylla"
"834","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae","Intact2_2","Intact2_2_Artemisia californica"
"835","intact","Intact2",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","Intact2_2","Intact2_2_Salvia leucophylla"
"836","intact","Intact2",2,"moss","ground","ground","ground","ground","Intact2_2","Intact2_2_moss"
"837","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae","Intact2_2","Intact2_2_Artemisia californica"
"838","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae","Intact2_2","Intact2_2_Artemisia californica"
"839","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae","Intact2_2","Intact2_2_Artemisia californica"
"840","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae","Intact2_2","Intact2_2_Stipa lepida"
"841","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae","Intact2_2","Intact2_2_Stipa lepida"
"842","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae","Intact2_2","Intact2_2_Artemisia californica"
"843","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae","Intact2_2","Intact2_2_Stipa lepida"
"844","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae","Intact2_2","Intact2_2_Artemisia californica"
"845","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae","Intact2_2","Intact2_2_Artemisia californica"
"846","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae","Intact2_2","Intact2_2_Artemisia californica"
"847","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae","Intact2_2","Intact2_2_Artemisia californica"
"848","intact","Intact2",2,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact2_2","Intact2_2_Heteromeles arbutifolia"
"849","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae","Intact2_2","Intact2_2_Artemisia californica"
"850","intact","Intact2",2,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact2_2","Intact2_2_Heteromeles arbutifolia"
"851","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae","Intact2_2","Intact2_2_Artemisia californica"
"852","intact","Intact2",2,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact2_2","Intact2_2_Heteromeles arbutifolia"
"853","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae","Intact2_2","Intact2_2_Artemisia californica"
"854","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae","Intact2_2","Intact2_2_Artemisia californica"
