"","stand","site","soilcore","depth_name","treatment","rep","species_diversity","genus_abundance","lifeform","status","lifescycle","family","count","stand_core","stand_core_depth","stand_core_depth_treat"
"1560","intact","INT1",1,"deep","ovenchar",1,"Bromus diandrus","Bromus spp.","grass","nonnative","annual","Poaceae",1,"INT1_1","INT1_1_deep","INT1_1_deep_ovenchar"
"1561","intact","INT1",1,"deep","ovenchar",1,"Stipa lepida","Stipa lepida","grass","native","perennial","Poaceae",1,"INT1_1","INT1_1_deep","INT1_1_deep_ovenchar"
"1562","intact","INT1",2,"surface","charate",1,"Apiastrum angustifolium","Apiastrum angustifolium","forb","native","annual","Apiaceae",2,"INT1_2","INT1_2_surface","INT1_2_surface_charate"
"1563","intact","INT1",2,"surface","charate",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",2,"INT1_2","INT1_2_surface","INT1_2_surface_charate"
"1564","intact","INT1",2,"surface","charate",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",1,"INT1_2","INT1_2_surface","INT1_2_surface_charate"
"1565","intact","INT1",2,"surface","charate",1,"Nicotiana glauca","Nicotiana glauca","shrub","nonnative","perennial","Solanaceae",1,"INT1_2","INT1_2_surface","INT1_2_surface_charate"
"1566","intact","INT1",2,"surface","charate",1,"Pseudognaphalium californicum","Pseudognaphalium californicum","forb","native","annual","Asteraceae",2,"INT1_2","INT1_2_surface","INT1_2_surface_charate"
"1567","intact","INT1",2,"surface","charate",1,"Pseudognaphalium californicum","Pseudognaphalium californicum","forb","native","annual","Asteraceae",1,"INT1_2","INT1_2_surface","INT1_2_surface_charate"
"1568","intact","INT1",2,"surface","charate",1,"Ribes spp.","Ribes spp.","shrub","native","perennial","Grossulariaceae",1,"INT1_2","INT1_2_surface","INT1_2_surface_charate"
"1569","intact","INT1",2,"surface","charate",1,"Ribes spp.","Ribes spp.","shrub","native","perennial","Grossulariaceae",1,"INT1_2","INT1_2_surface","INT1_2_surface_charate"
"1570","intact","INT1",2,"surface","charate",1,"Stipa lepida","Stipa lepida","grass","native","perennial","Poaceae",3,"INT1_2","INT1_2_surface","INT1_2_surface_charate"
"1571","intact","INT1",2,"surface","charate",1,"Stipa lepida","Stipa lepida","grass","native","perennial","Poaceae",1,"INT1_2","INT1_2_surface","INT1_2_surface_charate"
"1572","intact","INT1",2,"surface","control",1,"Apiastrum angustifolium","Apiastrum angustifolium","forb","native","annual","Apiaceae",2,"INT1_2","INT1_2_surface","INT1_2_surface_control"
"1573","intact","INT1",2,"surface","control",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",2,"INT1_2","INT1_2_surface","INT1_2_surface_control"
"1574","intact","INT1",2,"surface","control",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",1,"INT1_2","INT1_2_surface","INT1_2_surface_control"
"1575","intact","INT1",2,"surface","control",1,"Nicotiana glauca","Nicotiana glauca","shrub","nonnative","perennial","Solanaceae",1,"INT1_2","INT1_2_surface","INT1_2_surface_control"
"1576","intact","INT1",2,"surface","control",1,"Pseudognaphalium californicum","Pseudognaphalium californicum","forb","native","annual","Asteraceae",1,"INT1_2","INT1_2_surface","INT1_2_surface_control"
"1577","intact","INT1",2,"surface","control",1,"Pseudognaphalium californicum","Pseudognaphalium californicum","forb","native","annual","Asteraceae",1,"INT1_2","INT1_2_surface","INT1_2_surface_control"
"1578","intact","INT1",2,"surface","control",1,"Pseudognaphalium californicum","Pseudognaphalium californicum","forb","native","annual","Asteraceae",1,"INT1_2","INT1_2_surface","INT1_2_surface_control"
"1579","intact","INT1",2,"surface","control",1,"Ribes spp.","Ribes spp.","shrub","native","perennial","Grossulariaceae",2,"INT1_2","INT1_2_surface","INT1_2_surface_control"
"1580","intact","INT1",2,"surface","control",1,"Stipa lepida","Stipa lepida","grass","native","perennial","Poaceae",5,"INT1_2","INT1_2_surface","INT1_2_surface_control"
"1581","intact","INT1",2,"surface","control",1,"Stipa lepida","Stipa lepida","grass","native","perennial","Poaceae",1,"INT1_2","INT1_2_surface","INT1_2_surface_control"
"1582","intact","INT1",2,"surface","oven",1,"Apiastrum angustifolium","Apiastrum angustifolium","forb","native","annual","Apiaceae",2,"INT1_2","INT1_2_surface","INT1_2_surface_oven"
"1583","intact","INT1",2,"surface","oven",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",1,"INT1_2","INT1_2_surface","INT1_2_surface_oven"
"1584","intact","INT1",2,"surface","oven",1,"Astragalus trichopodus","Astragalus trichopodus","forb","native","perennial","Fabaceae",1,"INT1_2","INT1_2_surface","INT1_2_surface_oven"
"1585","intact","INT1",2,"surface","oven",1,"Cryptantha spp.","Cryptantha spp.","forb","native","annual","Boraginaceae",1,"INT1_2","INT1_2_surface","INT1_2_surface_oven"
"1586","intact","INT1",2,"surface","oven",1,"Erigeron canadensis","Erigeron canadensis","forb","native","annual","Asteraceae",2,"INT1_2","INT1_2_surface","INT1_2_surface_oven"
"1587","intact","INT1",2,"surface","oven",1,"Erigeron canadensis","Erigeron canadensis","forb","native","annual","Asteraceae",1,"INT1_2","INT1_2_surface","INT1_2_surface_oven"
"1588","intact","INT1",2,"surface","oven",1,"Eucrypta chrysanthemifolia","Eucrypta chrysanthemifolia","forb","native","annual","Hydrophyllaceae",1,"INT1_2","INT1_2_surface","INT1_2_surface_oven"
"1589","intact","INT1",2,"surface","oven",1,"Nicotiana glauca","Nicotiana glauca","shrub","nonnative","perennial","Solanaceae",1,"INT1_2","INT1_2_surface","INT1_2_surface_oven"
"1590","intact","INT1",2,"surface","oven",1,"Nicotiana glauca","Nicotiana glauca","shrub","nonnative","perennial","Solanaceae",2,"INT1_2","INT1_2_surface","INT1_2_surface_oven"
"1591","intact","INT1",2,"surface","oven",1,"Pseudognaphalium californicum","Pseudognaphalium californicum","forb","native","annual","Asteraceae",1,"INT1_2","INT1_2_surface","INT1_2_surface_oven"
"1592","intact","INT1",2,"surface","oven",1,"Pseudognaphalium californicum","Pseudognaphalium californicum","forb","native","annual","Asteraceae",1,"INT1_2","INT1_2_surface","INT1_2_surface_oven"
"1593","intact","INT1",2,"surface","oven",1,"Ribes spp.","Ribes spp.","shrub","native","perennial","Grossulariaceae",1,"INT1_2","INT1_2_surface","INT1_2_surface_oven"
"1594","intact","INT1",2,"surface","oven",1,"Stipa lepida","Stipa lepida","grass","native","perennial","Poaceae",5,"INT1_2","INT1_2_surface","INT1_2_surface_oven"
"1595","intact","INT1",2,"surface","oven",1,"Stipa lepida","Stipa lepida","grass","native","perennial","Poaceae",1,"INT1_2","INT1_2_surface","INT1_2_surface_oven"
"1596","intact","INT1",2,"surface","ovenchar",1,"Apiastrum angustifolium","Apiastrum angustifolium","forb","native","annual","Apiaceae",2,"INT1_2","INT1_2_surface","INT1_2_surface_ovenchar"
"1597","intact","INT1",2,"surface","ovenchar",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",2,"INT1_2","INT1_2_surface","INT1_2_surface_ovenchar"
"1598","intact","INT1",2,"surface","ovenchar",1,"Pseudognaphalium californicum","Pseudognaphalium californicum","forb","native","annual","Asteraceae",1,"INT1_2","INT1_2_surface","INT1_2_surface_ovenchar"
"1599","intact","INT1",2,"surface","ovenchar",1,"Pseudognaphalium californicum","Pseudognaphalium californicum","forb","native","annual","Asteraceae",1,"INT1_2","INT1_2_surface","INT1_2_surface_ovenchar"
"1600","intact","INT1",2,"surface","ovenchar",1,"Stipa lepida","Stipa lepida","grass","native","perennial","Poaceae",2,"INT1_2","INT1_2_surface","INT1_2_surface_ovenchar"
"1601","intact","INT1",2,"surface","ovenchar",1,"Stipa lepida","Stipa lepida","grass","native","perennial","Poaceae",4,"INT1_2","INT1_2_surface","INT1_2_surface_ovenchar"
"1602","intact","INT1",2,"surface","ovenchar",1,"Stipa lepida","Stipa lepida","grass","native","perennial","Poaceae",1,"INT1_2","INT1_2_surface","INT1_2_surface_ovenchar"
"1603","intact","INT1",2,"deep","charate",1,"Apiastrum angustifolium","Apiastrum angustifolium","forb","native","annual","Apiaceae",2,"INT1_2","INT1_2_deep","INT1_2_deep_charate"
"1604","intact","INT1",2,"deep","charate",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",1,"INT1_2","INT1_2_deep","INT1_2_deep_charate"
"1605","intact","INT1",2,"deep","charate",1,"Cryptantha spp.","Cryptantha spp.","forb","native","annual","Boraginaceae",1,"INT1_2","INT1_2_deep","INT1_2_deep_charate"
"1606","intact","INT1",2,"deep","charate",1,"Eucrypta chrysanthemifolia","Eucrypta chrysanthemifolia","forb","native","annual","Hydrophyllaceae",1,"INT1_2","INT1_2_deep","INT1_2_deep_charate"
"1607","intact","INT1",2,"deep","charate",1,"Festuca myuros","Festuca myuros","grass","nonnative","annual","Poaceae",1,"INT1_2","INT1_2_deep","INT1_2_deep_charate"
"1608","intact","INT1",2,"deep","charate",1,"Phacelia viscida","Phacelia spp.","forb","native","annual","Hydrophyllaceae",1,"INT1_2","INT1_2_deep","INT1_2_deep_charate"
"1609","intact","INT1",2,"deep","charate",1,"Pseudognaphalium luteoalbum","Pseudognaphalium luteoalbum","forb","nonnative","annual","Asteraceae",1,"INT1_2","INT1_2_deep","INT1_2_deep_charate"
"1610","intact","INT1",2,"deep","charate",1,"Ribes spp.","Ribes spp.","shrub","native","perennial","Grossulariaceae",1,"INT1_2","INT1_2_deep","INT1_2_deep_charate"
"1611","intact","INT1",2,"deep","charate",1,"Stipa lepida","Stipa lepida","grass","native","perennial","Poaceae",1,"INT1_2","INT1_2_deep","INT1_2_deep_charate"
"1612","intact","INT1",2,"deep","control",1,"Apiastrum angustifolium","Apiastrum angustifolium","forb","native","annual","Apiaceae",1,"INT1_2","INT1_2_deep","INT1_2_deep_control"
"1613","intact","INT1",2,"deep","control",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",1,"INT1_2","INT1_2_deep","INT1_2_deep_control"
"1614","intact","INT1",2,"deep","control",1,"Erigeron canadensis","Erigeron canadensis","forb","native","annual","Asteraceae",1,"INT1_2","INT1_2_deep","INT1_2_deep_control"
"1615","intact","INT1",2,"deep","control",1,"Phacelia viscida","Phacelia spp.","forb","native","annual","Hydrophyllaceae",1,"INT1_2","INT1_2_deep","INT1_2_deep_control"
"1616","intact","INT1",2,"deep","control",1,"Sonchus oleraceus","Sonchus oleraceus","forb","nonnative","annual","Asteraceae",1,"INT1_2","INT1_2_deep","INT1_2_deep_control"
"1617","intact","INT1",2,"deep","control",1,"Stipa lepida","Stipa lepida","grass","native","perennial","Poaceae",2,"INT1_2","INT1_2_deep","INT1_2_deep_control"
"1618","intact","INT1",2,"deep","oven",1,"Acmispon glaber","Acmispon spp.","forb","native","perennial","Fabaceae",1,"INT1_2","INT1_2_deep","INT1_2_deep_oven"
"1619","intact","INT1",2,"deep","oven",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",1,"INT1_2","INT1_2_deep","INT1_2_deep_oven"
"1620","intact","INT1",2,"deep","oven",1,"Astragalus trichopodus","Astragalus trichopodus","forb","native","perennial","Fabaceae",1,"INT1_2","INT1_2_deep","INT1_2_deep_oven"
"1621","intact","INT1",2,"deep","oven",1,"Phacelia viscida","Phacelia spp.","forb","native","annual","Hydrophyllaceae",1,"INT1_2","INT1_2_deep","INT1_2_deep_oven"
"1622","intact","INT1",2,"deep","oven",1,"Pseudognaphalium californicum","Pseudognaphalium californicum","forb","native","annual","Asteraceae",1,"INT1_2","INT1_2_deep","INT1_2_deep_oven"
"1623","intact","INT1",2,"deep","oven",1,"Stipa lepida","Stipa lepida","grass","native","perennial","Poaceae",1,"INT1_2","INT1_2_deep","INT1_2_deep_oven"
"1624","intact","INT1",2,"deep","oven",1,"Stipa lepida","Stipa lepida","grass","native","perennial","Poaceae",1,"INT1_2","INT1_2_deep","INT1_2_deep_oven"
"1625","intact","INT1",2,"deep","oven",1,"Stipa lepida","Stipa lepida","grass","native","perennial","Poaceae",1,"INT1_2","INT1_2_deep","INT1_2_deep_oven"
"1626","intact","INT1",2,"deep","ovenchar",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",1,"INT1_2","INT1_2_deep","INT1_2_deep_ovenchar"
"1627","intact","INT1",2,"deep","ovenchar",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",1,"INT1_2","INT1_2_deep","INT1_2_deep_ovenchar"
"1628","intact","INT1",2,"deep","ovenchar",1,"Erigeron canadensis","Erigeron canadensis","forb","native","annual","Asteraceae",1,"INT1_2","INT1_2_deep","INT1_2_deep_ovenchar"
"1629","intact","INT1",2,"deep","ovenchar",1,"Ribes spp.","Ribes spp.","shrub","native","perennial","Grossulariaceae",1,"INT1_2","INT1_2_deep","INT1_2_deep_ovenchar"
"1630","intact","INT1",2,"deep","ovenchar",1,"Stipa lepida","Stipa lepida","grass","native","perennial","Poaceae",1,"INT1_2","INT1_2_deep","INT1_2_deep_ovenchar"
"1631","intact","INT1",2,"deep","ovenchar",1,"Stipa lepida","Stipa lepida","grass","native","perennial","Poaceae",1,"INT1_2","INT1_2_deep","INT1_2_deep_ovenchar"
"1632","intact","INT1",2,"deep","ovenchar",1,"Stipa lepida","Stipa lepida","grass","native","perennial","Poaceae",1,"INT1_2","INT1_2_deep","INT1_2_deep_ovenchar"
"1633","intact","INT1",3,"surface","charate",1,"Apiastrum angustifolium","Apiastrum angustifolium","forb","native","annual","Apiaceae",3,"INT1_3","INT1_3_surface","INT1_3_surface_charate"
"1634","intact","INT1",3,"surface","charate",1,"Erigeron canadensis","Erigeron canadensis","forb","native","annual","Asteraceae",1,"INT1_3","INT1_3_surface","INT1_3_surface_charate"
"1635","intact","INT1",3,"surface","charate",1,"Eucrypta chrysanthemifolia","Eucrypta chrysanthemifolia","forb","native","annual","Hydrophyllaceae",3,"INT1_3","INT1_3_surface","INT1_3_surface_charate"
"1636","intact","INT1",3,"surface","charate",1,"Nicotiana glauca","Nicotiana glauca","shrub","nonnative","perennial","Solanaceae",1,"INT1_3","INT1_3_surface","INT1_3_surface_charate"
"1637","intact","INT1",3,"surface","charate",1,"Pseudognaphalium californicum","Pseudognaphalium californicum","forb","native","annual","Asteraceae",4,"INT1_3","INT1_3_surface","INT1_3_surface_charate"
"1638","intact","INT1",3,"surface","charate",1,"Pseudognaphalium californicum","Pseudognaphalium californicum","forb","native","annual","Asteraceae",1,"INT1_3","INT1_3_surface","INT1_3_surface_charate"
"1639","intact","INT1",3,"surface","charate",1,"Pseudognaphalium californicum","Pseudognaphalium californicum","forb","native","annual","Asteraceae",3,"INT1_3","INT1_3_surface","INT1_3_surface_charate"
"1640","intact","INT1",3,"surface","charate",1,"Unknown A - shrub","Unknown A - shrub","shrub","native","perennial","Asteraceae",1,"INT1_3","INT1_3_surface","INT1_3_surface_charate"
"1641","intact","INT1",3,"surface","control",1,"Apiastrum angustifolium","Apiastrum angustifolium","forb","native","annual","Apiaceae",1,"INT1_3","INT1_3_surface","INT1_3_surface_control"
"1642","intact","INT1",3,"surface","control",1,"Bromus spp.","Bromus spp.","grass","nonnative","annual","Poaceae",2,"INT1_3","INT1_3_surface","INT1_3_surface_control"
"1643","intact","INT1",3,"surface","control",1,"Nicotiana glauca","Nicotiana glauca","shrub","nonnative","perennial","Solanaceae",1,"INT1_3","INT1_3_surface","INT1_3_surface_control"
"1644","intact","INT1",3,"surface","control",1,"Nicotiana glauca","Nicotiana glauca","shrub","nonnative","perennial","Solanaceae",1,"INT1_3","INT1_3_surface","INT1_3_surface_control"
"1645","intact","INT1",3,"surface","control",1,"Pseudognaphalium californicum","Pseudognaphalium californicum","forb","native","annual","Asteraceae",2,"INT1_3","INT1_3_surface","INT1_3_surface_control"
"1646","intact","INT1",3,"surface","oven",1,"Apiastrum angustifolium","Apiastrum angustifolium","forb","native","annual","Apiaceae",2,"INT1_3","INT1_3_surface","INT1_3_surface_oven"
"1647","intact","INT1",3,"surface","oven",1,"Bromus spp.","Bromus spp.","grass","nonnative","annual","Poaceae",2,"INT1_3","INT1_3_surface","INT1_3_surface_oven"
"1648","intact","INT1",3,"surface","oven",1,"Pseudognaphalium californicum","Pseudognaphalium californicum","forb","native","annual","Asteraceae",3,"INT1_3","INT1_3_surface","INT1_3_surface_oven"
"1649","intact","INT1",3,"surface","oven",1,"Stipa lepida","Stipa lepida","grass","native","perennial","Poaceae",1,"INT1_3","INT1_3_surface","INT1_3_surface_oven"
"1650","intact","INT1",3,"surface","oven",1,"Unknown A - shrub","Unknown A - shrub","shrub","native","perennial","Asteraceae",1,"INT1_3","INT1_3_surface","INT1_3_surface_oven"
"1651","intact","INT1",3,"surface","ovenchar",1,"Apiastrum angustifolium","Apiastrum angustifolium","forb","native","annual","Apiaceae",3,"INT1_3","INT1_3_surface","INT1_3_surface_ovenchar"
"1652","intact","INT1",3,"surface","ovenchar",1,"Bromus spp.","Bromus spp.","grass","nonnative","annual","Poaceae",1,"INT1_3","INT1_3_surface","INT1_3_surface_ovenchar"
"1653","intact","INT1",3,"surface","ovenchar",1,"Pseudognaphalium californicum","Pseudognaphalium californicum","forb","native","annual","Asteraceae",2,"INT1_3","INT1_3_surface","INT1_3_surface_ovenchar"
"1654","intact","INT1",3,"surface","ovenchar",1,"Stipa lepida","Stipa lepida","grass","native","perennial","Poaceae",1,"INT1_3","INT1_3_surface","INT1_3_surface_ovenchar"
"1655","intact","INT1",3,"deep","charate",1,"Cryptantha spp.","Cryptantha spp.","forb","native","annual","Boraginaceae",1,"INT1_3","INT1_3_deep","INT1_3_deep_charate"
"1656","intact","INT1",3,"deep","charate",1,"Cryptantha spp.","Cryptantha spp.","forb","native","annual","Boraginaceae",1,"INT1_3","INT1_3_deep","INT1_3_deep_charate"
"1657","intact","INT1",3,"deep","charate",1,"Nicotiana glauca","Nicotiana glauca","shrub","nonnative","perennial","Solanaceae",2,"INT1_3","INT1_3_deep","INT1_3_deep_charate"
"1658","intact","INT1",3,"deep","charate",1,"Stipa lepida","Stipa lepida","grass","native","perennial","Poaceae",1,"INT1_3","INT1_3_deep","INT1_3_deep_charate"
"1659","intact","INT1",3,"deep","control",1,"Apiastrum angustifolium","Apiastrum angustifolium","forb","native","annual","Apiaceae",1,"INT1_3","INT1_3_deep","INT1_3_deep_control"
"1660","intact","INT1",3,"deep","control",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",1,"INT1_3","INT1_3_deep","INT1_3_deep_control"
"1661","intact","INT1",3,"deep","control",1,"Eucrypta chrysanthemifolia","Eucrypta chrysanthemifolia","forb","native","annual","Hydrophyllaceae",1,"INT1_3","INT1_3_deep","INT1_3_deep_control"
"1662","intact","INT1",3,"deep","control",1,"Pseudognaphalium californicum","Pseudognaphalium californicum","forb","native","annual","Asteraceae",1,"INT1_3","INT1_3_deep","INT1_3_deep_control"
"1663","intact","INT1",3,"deep","control",1,"Pseudognaphalium luteoalbum","Pseudognaphalium luteoalbum","forb","nonnative","annual","Asteraceae",1,"INT1_3","INT1_3_deep","INT1_3_deep_control"
"1664","intact","INT1",3,"deep","control",1,"Solanum xanti","Solanum xanti","forb","native","perennial","Solanaceae",1,"INT1_3","INT1_3_deep","INT1_3_deep_control"
"1665","intact","INT1",3,"deep","oven",1,"Apiastrum angustifolium","Apiastrum angustifolium","forb","native","annual","Apiaceae",1,"INT1_3","INT1_3_deep","INT1_3_deep_oven"
"1666","intact","INT1",3,"deep","oven",1,"Apiastrum angustifolium","Apiastrum angustifolium","forb","native","annual","Apiaceae",2,"INT1_3","INT1_3_deep","INT1_3_deep_oven"
"1667","intact","INT1",3,"deep","oven",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",1,"INT1_3","INT1_3_deep","INT1_3_deep_oven"
"1668","intact","INT1",3,"deep","oven",1,"Bromus spp.","Bromus spp.","grass","nonnative","annual","Poaceae",1,"INT1_3","INT1_3_deep","INT1_3_deep_oven"
"1669","intact","INT1",3,"deep","oven",1,"Claytonia parviflora","Claytonia spp.","forb","native","annual","Montiaceae",1,"INT1_3","INT1_3_deep","INT1_3_deep_oven"
"1670","intact","INT1",3,"deep","oven",1,"Pseudognaphalium californicum","Pseudognaphalium californicum","forb","native","annual","Asteraceae",1,"INT1_3","INT1_3_deep","INT1_3_deep_oven"
"1671","intact","INT1",3,"deep","oven",1,"Ribes spp.","Ribes spp.","shrub","native","perennial","Grossulariaceae",1,"INT1_3","INT1_3_deep","INT1_3_deep_oven"
"1672","intact","INT1",3,"deep","oven",1,"Ribes spp.","Ribes spp.","shrub","native","perennial","Grossulariaceae",1,"INT1_3","INT1_3_deep","INT1_3_deep_oven"
"1673","intact","INT1",3,"deep","oven",1,"Stipa lepida","Stipa lepida","grass","native","perennial","Poaceae",1,"INT1_3","INT1_3_deep","INT1_3_deep_oven"
"1674","intact","INT1",3,"deep","ovenchar",1,"Apiastrum angustifolium","Apiastrum angustifolium","forb","native","annual","Apiaceae",1,"INT1_3","INT1_3_deep","INT1_3_deep_ovenchar"
"1675","intact","INT1",3,"deep","ovenchar",1,"Eucrypta chrysanthemifolia","Eucrypta chrysanthemifolia","forb","native","annual","Hydrophyllaceae",2,"INT1_3","INT1_3_deep","INT1_3_deep_ovenchar"
"1676","intact","INT1",3,"deep","ovenchar",1,"Nicotiana glauca","Nicotiana glauca","shrub","nonnative","perennial","Solanaceae",5,"INT1_3","INT1_3_deep","INT1_3_deep_ovenchar"
"1677","intact","INT1",3,"deep","ovenchar",1,"Nicotiana glauca","Nicotiana glauca","shrub","nonnative","perennial","Solanaceae",1,"INT1_3","INT1_3_deep","INT1_3_deep_ovenchar"
"1678","intact","INT1",3,"deep","ovenchar",1,"Pseudognaphalium californicum","Pseudognaphalium californicum","forb","native","annual","Asteraceae",1,"INT1_3","INT1_3_deep","INT1_3_deep_ovenchar"
"1679","intact","INT1",3,"deep","ovenchar",1,"Pseudognaphalium californicum","Pseudognaphalium californicum","forb","native","annual","Asteraceae",1,"INT1_3","INT1_3_deep","INT1_3_deep_ovenchar"
"1680","intact","INT1",3,"deep","ovenchar",1,"Pseudognaphalium californicum","Pseudognaphalium californicum","forb","native","annual","Asteraceae",1,"INT1_3","INT1_3_deep","INT1_3_deep_ovenchar"
"1681","intact","INT1",3,"deep","ovenchar",1,"Stipa lepida","Stipa lepida","grass","native","perennial","Poaceae",1,"INT1_3","INT1_3_deep","INT1_3_deep_ovenchar"
"1682","intact","INT2",4,"surface","charate",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",1,"INT2_4","INT2_4_surface","INT2_4_surface_charate"
"1683","intact","INT2",4,"surface","charate",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",4,"INT2_4","INT2_4_surface","INT2_4_surface_charate"
"1684","intact","INT2",4,"surface","charate",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",4,"INT2_4","INT2_4_surface","INT2_4_surface_charate"
"1685","intact","INT2",4,"surface","charate",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",2,"INT2_4","INT2_4_surface","INT2_4_surface_charate"
"1686","intact","INT2",4,"surface","charate",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",2,"INT2_4","INT2_4_surface","INT2_4_surface_charate"
"1687","intact","INT2",4,"surface","charate",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",1,"INT2_4","INT2_4_surface","INT2_4_surface_charate"
"1688","intact","INT2",4,"surface","charate",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",1,"INT2_4","INT2_4_surface","INT2_4_surface_charate"
"1689","intact","INT2",4,"surface","charate",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",2,"INT2_4","INT2_4_surface","INT2_4_surface_charate"
"1690","intact","INT2",4,"surface","charate",1,"Centaurea melitensis","Centaurea melitensis","forb","nonnative","annual","Asteraceae",1,"INT2_4","INT2_4_surface","INT2_4_surface_charate"
"1691","intact","INT2",4,"surface","charate",1,"Centaurea melitensis","Centaurea melitensis","forb","nonnative","annual","Asteraceae",2,"INT2_4","INT2_4_surface","INT2_4_surface_charate"
"1692","intact","INT2",4,"surface","charate",1,"Centaurea melitensis","Centaurea melitensis","forb","nonnative","annual","Asteraceae",2,"INT2_4","INT2_4_surface","INT2_4_surface_charate"
"1693","intact","INT2",4,"surface","charate",1,"Erigeron canadensis","Erigeron canadensis","forb","native","annual","Asteraceae",1,"INT2_4","INT2_4_surface","INT2_4_surface_charate"
"1694","intact","INT2",4,"surface","charate",1,"Phacelia viscida","Phacelia spp.","forb","native","annual","Hydrophyllaceae",1,"INT2_4","INT2_4_surface","INT2_4_surface_charate"
"1695","intact","INT2",4,"surface","charate",1,"Phacelia viscida","Phacelia spp.","forb","native","annual","Hydrophyllaceae",1,"INT2_4","INT2_4_surface","INT2_4_surface_charate"
"1696","intact","INT2",4,"surface","charate",1,"Phacelia viscida","Phacelia spp.","forb","native","annual","Hydrophyllaceae",3,"INT2_4","INT2_4_surface","INT2_4_surface_charate"
"1697","intact","INT2",4,"surface","control",1,"Apiastrum angustifolium","Apiastrum angustifolium","forb","native","annual","Apiaceae",1,"INT2_4","INT2_4_surface","INT2_4_surface_control"
"1698","intact","INT2",4,"surface","control",1,"Apiastrum angustifolium","Apiastrum angustifolium","forb","native","annual","Apiaceae",1,"INT2_4","INT2_4_surface","INT2_4_surface_control"
"1699","intact","INT2",4,"surface","control",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",6,"INT2_4","INT2_4_surface","INT2_4_surface_control"
"1700","intact","INT2",4,"surface","control",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",1,"INT2_4","INT2_4_surface","INT2_4_surface_control"
"1701","intact","INT2",4,"surface","control",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",2,"INT2_4","INT2_4_surface","INT2_4_surface_control"
"1702","intact","INT2",4,"surface","control",1,"Centaurea melitensis","Centaurea melitensis","forb","nonnative","annual","Asteraceae",1,"INT2_4","INT2_4_surface","INT2_4_surface_control"
"1703","intact","INT2",4,"surface","control",1,"Centaurea melitensis","Centaurea melitensis","forb","nonnative","annual","Asteraceae",1,"INT2_4","INT2_4_surface","INT2_4_surface_control"
"1704","intact","INT2",4,"surface","control",1,"Centaurea melitensis","Centaurea melitensis","forb","nonnative","annual","Asteraceae",1,"INT2_4","INT2_4_surface","INT2_4_surface_control"
"1705","intact","INT2",4,"surface","control",1,"Phacelia viscida","Phacelia spp.","forb","native","annual","Hydrophyllaceae",4,"INT2_4","INT2_4_surface","INT2_4_surface_control"
"1706","intact","INT2",4,"surface","oven",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",1,"INT2_4","INT2_4_surface","INT2_4_surface_oven"
"1707","intact","INT2",4,"surface","oven",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",8,"INT2_4","INT2_4_surface","INT2_4_surface_oven"
"1708","intact","INT2",4,"surface","oven",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",1,"INT2_4","INT2_4_surface","INT2_4_surface_oven"
"1709","intact","INT2",4,"surface","oven",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",1,"INT2_4","INT2_4_surface","INT2_4_surface_oven"
"1710","intact","INT2",4,"surface","oven",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",3,"INT2_4","INT2_4_surface","INT2_4_surface_oven"
"1711","intact","INT2",4,"surface","oven",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",1,"INT2_4","INT2_4_surface","INT2_4_surface_oven"
