"","standtype","site","rep","species","lifeform","status","lifecycle","family"
"993","matrix","ENH1",1,"Rhus ovata","shrub","native","perennial","Anacardiaceae"
"994","matrix","ENH1",1,"Bromus rubens","grass","nonnative","annual","Poaceae"
"995","matrix","ENH1",1,"Rhus ovata","shrub","native","perennial","Anacardiaceae"
"996","matrix","ENH1",1,"Centaurea melitensis","herb","nonnative","annual","Asteraceae"
"997","matrix","ENH1",1,"Bromus rubens","grass","nonnative","annual","Poaceae"
"998","matrix","ENH1",1,"Dipterostemon capitatus","herb","native","perennial","Themidaceae"
"999","matrix","ENH1",1,"Centaurea melitensis","herb","nonnative","annual","Asteraceae"
"1000","matrix","ENH1",1,"Rhus ovata","shrub","native","perennial","Anacardiaceae"
"1001","matrix","ENH1",1,"Centaurea melitensis","herb","nonnative","annual","Asteraceae"
"1002","matrix","ENH1",1,"Erodium spp.","herb","nonnative","annual","Geraniaceae"
"1003","matrix","ENH1",1,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"1004","matrix","ENH1",1,"Centaurea melitensis","herb","nonnative","annual","Asteraceae"
"1005","matrix","ENH1",1,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1006","matrix","ENH1",1,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1007","matrix","ENH1",1,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1008","matrix","ENH1",1,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1009","matrix","ENH1",1,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1010","matrix","ENH1",1,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1011","matrix","ENH1",1,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1012","matrix","ENH1",1,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1013","matrix","ENH1",1,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1014","matrix","ENH1",1,"Dipterostemon capitatus","herb","native","perennial","Themidaceae"
"1015","matrix","ENH1",1,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1016","matrix","ENH1",1,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1017","matrix","ENH1",1,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1018","matrix","ENH1",1,"Dipterostemon capitatus","herb","native","perennial","Themidaceae"
"1019","matrix","ENH1",1,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1020","matrix","ENH1",1,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1021","matrix","ENH1",1,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1022","matrix","ENH1",1,"Pseudognaphalium luteoalbum","herb","nonnative","annual","Asteraceae"
"1023","matrix","ENH1",1,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"1024","matrix","ENH1",1,"Avena barbata","grass","nonnative","annual","Poaceae"
"1025","matrix","ENH1",1,"Centaurea melitensis","herb","nonnative","annual","Asteraceae"
"1026","matrix","ENH1",1,"Avena barbata","grass","nonnative","annual","Poaceae"
"1027","matrix","ENH1",1,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"1028","matrix","ENH1",1,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"1029","matrix","ENH1",1,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1030","matrix","ENH1",1,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"1031","matrix","ENH1",1,"Artemisia californica","shrub","native","perennial","Asteraceae"
"1032","matrix","ENH1",1,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1033","matrix","ENH1",1,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"1034","matrix","ENH1",1,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"1035","matrix","ENH1",1,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1036","matrix","ENH1",1,"Avena barbata","grass","nonnative","annual","Poaceae"
"1037","matrix","ENH1",1,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1038","matrix","ENH1",1,"Avena barbata","grass","nonnative","annual","Poaceae"
"1039","matrix","ENH1",1,"Centaurea melitensis","herb","nonnative","annual","Asteraceae"
"1040","matrix","ENH1",1,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"1041","matrix","ENH1",1,"Avena barbata","grass","nonnative","annual","Poaceae"
"1042","matrix","ENH1",1,"Avena barbata","grass","nonnative","annual","Poaceae"
"1043","matrix","ENH1",1,"Avena barbata","grass","nonnative","annual","Poaceae"
"1044","matrix","ENH1",1,"Avena barbata","grass","nonnative","annual","Poaceae"
"1045","matrix","ENH1",1,"Avena barbata","grass","nonnative","annual","Poaceae"
"1046","matrix","ENH1",1,"Avena barbata","grass","nonnative","annual","Poaceae"
"1047","matrix","ENH1",1,"Avena barbata","grass","nonnative","annual","Poaceae"
"1048","matrix","ENH1",1,"Dipterostemon capitatus","herb","native","perennial","Themidaceae"
"1049","matrix","ENH1",1,"Avena barbata","grass","nonnative","annual","Poaceae"
"1050","matrix","ENH1",2,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1051","matrix","ENH1",2,"Centaurea melitensis","herb","nonnative","annual","Asteraceae"
"1052","matrix","ENH1",2,"Stipa lepida","grass","native","perennial","Poaceae"
"1053","matrix","ENH1",2,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1054","matrix","ENH1",2,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1055","matrix","ENH1",2,"Stipa lepida","grass","native","perennial","Poaceae"
"1056","matrix","ENH1",2,"Centaurea melitensis","herb","nonnative","annual","Asteraceae"
"1057","matrix","ENH1",2,"Stipa lepida","grass","native","perennial","Poaceae"
"1058","matrix","ENH1",2,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1059","matrix","ENH1",2,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1060","matrix","ENH1",2,"Centaurea melitensis","herb","nonnative","annual","Asteraceae"
"1061","matrix","ENH1",2,"Stipa lepida","grass","native","perennial","Poaceae"
"1062","matrix","ENH1",2,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1063","matrix","ENH1",2,"Centaurea melitensis","herb","nonnative","annual","Asteraceae"
"1064","matrix","ENH1",2,"Dipterostemon capitatus","herb","native","perennial","Themidaceae"
"1065","matrix","ENH1",2,"Centaurea melitensis","herb","nonnative","annual","Asteraceae"
"1066","matrix","ENH1",2,"Elymus condensatus","grass","native","perennial","Poaceae"
"1067","matrix","ENH1",2,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1068","matrix","ENH1",2,"Elymus condensatus","grass","native","perennial","Poaceae"
"1069","matrix","ENH1",2,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1070","matrix","ENH1",2,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1071","matrix","ENH1",2,"Centaurea melitensis","herb","nonnative","annual","Asteraceae"
"1072","matrix","ENH1",2,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1073","matrix","ENH1",2,"moss","ground","ground","ground","ground"
"1074","matrix","ENH1",2,"Centaurea melitensis","herb","nonnative","annual","Asteraceae"
"1075","matrix","ENH1",2,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1076","matrix","ENH1",2,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1077","matrix","ENH1",2,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1078","matrix","ENH1",2,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1079","matrix","ENH1",2,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1080","matrix","ENH1",2,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1081","matrix","ENH1",2,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1082","matrix","ENH1",2,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1083","matrix","ENH1",2,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1084","matrix","ENH1",2,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1085","matrix","ENH1",2,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1086","matrix","ENH1",2,"Stipa lepida","grass","native","perennial","Poaceae"
"1087","matrix","ENH1",2,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1088","matrix","ENH1",2,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1089","matrix","ENH1",2,"Centaurea melitensis","herb","nonnative","annual","Asteraceae"
"1090","matrix","ENH1",2,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1091","matrix","ENH1",2,"Elymus condensatus","grass","native","perennial","Poaceae"
"1092","matrix","ENH1",2,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1093","matrix","ENH1",2,"Elymus condensatus","grass","native","perennial","Poaceae"
"1094","matrix","ENH1",2,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1095","matrix","ENH1",2,"Stephanomeria virgata","herb","native","annual","Asteraceae"
"1096","matrix","ENH1",2,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1097","matrix","ENH1",2,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1098","matrix","ENH1",2,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1099","matrix","ENH1",2,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1100","matrix","ENH1",2,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1101","matrix","ENH1",2,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1102","matrix","ENH1",2,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1103","matrix","ENH1",2,"Stephanomeria virgata","herb","native","annual","Asteraceae"
"1104","matrix","ENH1",2,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1105","matrix","ENH1",2,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1106","matrix","ENH1",2,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1107","matrix","ENH1",2,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1108","matrix","ENH1",2,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1109","matrix","ENH1",2,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1110","matrix","ENH1",2,"Dipterostemon capitatus","herb","native","perennial","Themidaceae"
"1111","matrix","ENH1",2,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1112","matrix","ENH1",2,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1113","matrix","ENH1",2,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1114","matrix","ENH1",2,"moss","ground","ground","ground","ground"
"1115","matrix","ENH1",2,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1116","matrix","ENH1",2,"Centaurea melitensis","herb","nonnative","annual","Asteraceae"
"1117","matrix","ENH1",2,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1118","matrix","ENH1",2,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1119","matrix","ENH1",2,"Elymus condensatus","grass","native","perennial","Poaceae"
"1120","matrix","ENH1",2,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1121","matrix","ENH1",2,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1122","matrix","ENH1",2,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1123","matrix","ENH1",2,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1124","matrix","ENH1",2,"moss","ground","ground","ground","ground"
"1125","matrix","ENH1",2,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1126","matrix","ENH1",2,"Elymus condensatus","grass","native","perennial","Poaceae"
"1127","matrix","ENH1",2,"Elymus condensatus","grass","native","perennial","Poaceae"
"1128","matrix","ENH1",2,"Elymus condensatus","grass","native","perennial","Poaceae"
"1129","matrix","ENH1",2,"Claytonia perfoliata","herb","native","annual","Montiaceae"
"1130","matrix","ENH1",2,"Elymus condensatus","grass","native","perennial","Poaceae"
"1131","matrix","ENH1",2,"moss","ground","ground","ground","ground"
"1132","matrix","ENH1",2,"Stephanomeria virgata","herb","native","annual","Asteraceae"
"1133","matrix","ENH1",2,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1134","matrix","ENH1",2,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1135","matrix","ENH1",2,"Elymus condensatus","grass","native","perennial","Poaceae"
"1136","matrix","ENH1",2,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1137","matrix","ENH1",2,"Elymus condensatus","grass","native","perennial","Poaceae"
"1138","matrix","ENH1",3,"Stipa lepida","grass","native","perennial","Poaceae"
"1139","matrix","ENH1",3,"Stipa lepida","grass","native","perennial","Poaceae"
"1140","matrix","ENH1",3,"Erodium spp.","herb","nonnative","annual","Geraniaceae"
"1141","matrix","ENH1",3,"Centaurea melitensis","herb","nonnative","annual","Asteraceae"
"1142","matrix","ENH1",3,"Stipa lepida","grass","native","perennial","Poaceae"
"1143","matrix","ENH1",3,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1144","matrix","ENH1",3,"Stipa lepida","grass","native","perennial","Poaceae"
"1145","matrix","ENH1",3,"Stipa lepida","grass","native","perennial","Poaceae"
"1146","matrix","ENH1",3,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1147","matrix","ENH1",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1148","matrix","ENH1",3,"Stipa lepida","grass","native","perennial","Poaceae"
"1149","matrix","ENH1",3,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1150","matrix","ENH1",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1151","matrix","ENH1",3,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1152","matrix","ENH1",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1153","matrix","ENH1",3,"Stipa lepida","grass","native","perennial","Poaceae"
"1154","matrix","ENH1",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1155","matrix","ENH1",3,"Stipa lepida","grass","native","perennial","Poaceae"
"1156","matrix","ENH1",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1157","matrix","ENH1",3,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"1158","matrix","ENH1",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1159","matrix","ENH1",3,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1160","matrix","ENH1",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1161","matrix","ENH1",3,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1162","matrix","ENH1",3,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1163","matrix","ENH1",3,"Solanum xanti","herb","native","perennial","Solanacaeae"
"1164","matrix","ENH1",3,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1165","matrix","ENH1",3,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1166","matrix","ENH1",3,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1167","matrix","ENH1",3,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1168","matrix","ENH1",3,"Centaurea melitensis","herb","nonnative","annual","Asteraceae"
"1169","matrix","ENH1",3,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1170","matrix","ENH1",3,"Centaurea melitensis","herb","nonnative","annual","Asteraceae"
"1171","matrix","ENH1",3,"Centaurea melitensis","herb","nonnative","annual","Asteraceae"
"1172","matrix","ENH1",3,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1173","matrix","ENH1",3,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1174","matrix","ENH1",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1175","matrix","ENH1",3,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1176","matrix","ENH1",3,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1177","matrix","ENH1",3,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1178","matrix","ENH1",3,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1179","matrix","ENH1",3,"Centaurea melitensis","herb","nonnative","annual","Asteraceae"
"1180","matrix","ENH1",3,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1181","matrix","ENH1",3,"Centaurea melitensis","herb","nonnative","annual","Asteraceae"
"1182","matrix","ENH1",3,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1183","matrix","ENH1",3,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1184","matrix","ENH1",3,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1185","matrix","ENH1",3,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1186","matrix","ENH1",3,"Centaurea melitensis","herb","nonnative","annual","Asteraceae"
"1187","matrix","ENH1",3,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1188","matrix","ENH1",3,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1189","matrix","ENH1",3,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1190","matrix","ENH1",3,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1191","matrix","ENH1",3,"Centaurea melitensis","herb","nonnative","annual","Asteraceae"
"1192","matrix","ENH1",3,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1193","matrix","ENH1",3,"Marah macrocarpa","herb","native","perennial","Cucurbitaceae"
"1194","matrix","ENH1",3,"Artemisia californica","shrub","native","perennial","Asteraceae"
"1195","matrix","ENH1",3,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1196","matrix","ENH1",3,"Artemisia californica","shrub","native","perennial","Asteraceae"
"1197","matrix","ENH1",3,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1198","matrix","ENH1",3,"Artemisia californica","shrub","native","perennial","Asteraceae"
"1199","matrix","ENH1",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1200","matrix","ENH1",3,"Artemisia californica","shrub","native","perennial","Asteraceae"
"1201","matrix","ENH1",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1202","matrix","ENH1",3,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1203","matrix","ENH1",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1204","matrix","ENH1",3,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1205","matrix","ENH1",3,"Eriodictyon crassifolium","shrub","native","perennial","Namaceae"
"1206","matrix","ENH1",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1207","matrix","ENH1",3,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1208","matrix","ENH1",3,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1209","matrix","ENH1",3,"Centaurea melitensis","herb","nonnative","annual","Asteraceae"
"1210","matrix","ENH1",3,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1211","matrix","ENH1",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1212","matrix","ENH1",3,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1213","matrix","ENH1",3,"Centaurea melitensis","herb","nonnative","annual","Asteraceae"
"1214","matrix","ENH1",3,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1215","matrix","ENH1",3,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1216","matrix","ENH1",3,"Centaurea melitensis","herb","nonnative","annual","Asteraceae"
"1217","matrix","ENH1",3,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1218","matrix","ENH1",3,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1219","matrix","ENH1",3,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1220","matrix","ENH1",3,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1221","matrix","ENH1",3,"Baccharis pilularis","shrub","native","perennial","Asteraceae"
"1222","matrix","ENH1",3,"Centaurea melitensis","herb","nonnative","annual","Asteraceae"
"1223","matrix","ENH1",3,"Baccharis pilularis","shrub","native","perennial","Asteraceae"
"1224","matrix","ENH1",3,"Calochortus clavatus","herb","native","perennial","Liliaceae"
"1225","matrix","ENH1",3,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1226","matrix","ENH1",3,"Galium porrigens","herb","native","perennial","Rubiaceae"
"1227","matrix","ENH1",3,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1228","matrix","ENH1",3,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1229","matrix","ENH1",3,"Centaurea melitensis","herb","nonnative","annual","Asteraceae"
"1230","matrix","ENH1",3,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1231","matrix","ENH1",3,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1232","matrix","ENH1",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1233","matrix","ENH1",3,"Centaurea melitensis","herb","nonnative","annual","Asteraceae"
"1234","matrix","ENH1",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1235","matrix","ENH1",3,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1236","matrix","ENH1",3,"Artemisia californica","shrub","native","perennial","Asteraceae"
"1237","matrix","ENH1",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1238","matrix","ENH2",4,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1239","matrix","ENH2",4,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1240","matrix","ENH2",4,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1241","matrix","ENH2",4,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1242","matrix","ENH2",4,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1243","matrix","ENH2",4,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1244","matrix","ENH2",4,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1245","matrix","ENH2",4,"Bromus hordeaceus","grass","nonnative","annual","Poaceae"
"1246","matrix","ENH2",4,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1247","matrix","ENH2",4,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1248","matrix","ENH2",4,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1249","matrix","ENH2",4,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1250","matrix","ENH2",4,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1251","matrix","ENH2",4,"Solanum xanti","herb","native","perennial","Solanacaeae"
"1252","matrix","ENH2",4,"Artemisia californica","shrub","native","perennial","Asteraceae"
"1253","matrix","ENH2",4,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1254","matrix","ENH2",4,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1255","matrix","ENH2",4,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1256","matrix","ENH2",4,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1257","matrix","ENH2",4,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1258","matrix","ENH2",4,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1259","matrix","ENH2",4,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1260","matrix","ENH2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"1261","matrix","ENH2",4,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1262","matrix","ENH2",4,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1263","matrix","ENH2",4,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1264","matrix","ENH2",4,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1265","matrix","ENH2",4,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1266","matrix","ENH2",4,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1267","matrix","ENH2",4,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1268","matrix","ENH2",4,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1269","matrix","ENH2",4,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1270","matrix","ENH2",4,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1271","matrix","ENH2",4,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1272","matrix","ENH2",4,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1273","matrix","ENH2",4,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1274","matrix","ENH2",4,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1275","matrix","ENH2",4,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1276","matrix","ENH2",4,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1277","matrix","ENH2",4,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1278","matrix","ENH2",4,"Acmispon glaber","herb","native","annual","Fabaceae"
"1279","matrix","ENH2",4,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1280","matrix","ENH2",4,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1281","matrix","ENH2",4,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1282","matrix","ENH2",4,"Bromus hordeaceus","grass","nonnative","annual","Poaceae"
"1283","matrix","ENH2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"1284","matrix","ENH2",4,"Bromus hordeaceus","grass","nonnative","annual","Poaceae"
"1285","matrix","ENH2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"1286","matrix","ENH2",4,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1287","matrix","ENH2",4,"Bromus hordeaceus","grass","nonnative","annual","Poaceae"
"1288","matrix","ENH2",4,"Bromus hordeaceus","grass","nonnative","annual","Poaceae"
"1289","matrix","ENH2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"1290","matrix","ENH2",4,"Bromus hordeaceus","grass","nonnative","annual","Poaceae"
"1291","matrix","ENH2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"1292","matrix","ENH2",4,"Bromus hordeaceus","grass","nonnative","annual","Poaceae"
"1293","matrix","ENH2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"1294","matrix","ENH2",4,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1295","matrix","ENH2",4,"Erodium spp.","herb","nonnative","annual","Geraniaceae"
"1296","matrix","ENH2",4,"Bromus hordeaceus","grass","nonnative","annual","Poaceae"
"1297","matrix","ENH2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"1298","matrix","ENH2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"1299","matrix","ENH2",4,"Lupinus spp.","herb","native","annual","Fabaceae"
"1300","matrix","ENH2",4,"Avena barbata","grass","nonnative","annual","Poaceae"
"1301","matrix","ENH2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"1302","matrix","ENH2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1303","matrix","ENH2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"1304","matrix","ENH2",5,"Bromus hordeaceus","grass","nonnative","annual","Poaceae"
"1305","matrix","ENH2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"1306","matrix","ENH2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"1307","matrix","ENH2",5,"Centaurea melitensis","herb","nonnative","annual","Asteraceae"
"1308","matrix","ENH2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1309","matrix","ENH2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
