"","standtype","site","rep","distance","vertical","species","lifeform","status","lifecycle","family","site_rep","site_rep_dist","stand_status"
"1091","matrix","ENH1",2,23,"3","Elymus condensatus","grass","native","perennial","Poaceae","ENH1_2","ENH1_2_23","matrix_native"
"1092","matrix","ENH1",2,23,"4","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_2","ENH1_2_23","matrix_native"
"1093","matrix","ENH1",2,24,"1","Stephanomeria virgata","herb","native","annual","Asteraceae","ENH1_2","ENH1_2_24","matrix_native"
"1094","matrix","ENH1",2,24,"2","Bromus rubens","grass","nonnative","annual","Poaceae","ENH1_2","ENH1_2_24","matrix_nonnative"
"1095","matrix","ENH1",2,24,"3","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_2","ENH1_2_24","matrix_native"
"1096","matrix","ENH1",2,25,"1","Bromus rubens","grass","nonnative","annual","Poaceae","ENH1_2","ENH1_2_25","matrix_nonnative"
"1097","matrix","ENH1",2,25,"2","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_2","ENH1_2_25","matrix_native"
"1098","matrix","ENH1",2,26,"1","Bromus rubens","grass","nonnative","annual","Poaceae","ENH1_2","ENH1_2_26","matrix_nonnative"
"1099","matrix","ENH1",2,26,"2","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_2","ENH1_2_26","matrix_native"
"1100","matrix","ENH1",2,27,"1","Bromus rubens","grass","nonnative","annual","Poaceae","ENH1_2","ENH1_2_27","matrix_nonnative"
"1101","matrix","ENH1",2,27,"2","Stephanomeria virgata","herb","native","annual","Asteraceae","ENH1_2","ENH1_2_27","matrix_native"
"1102","matrix","ENH1",2,27,"3","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_2","ENH1_2_27","matrix_native"
"1103","matrix","ENH1",2,28,"1","Bromus rubens","grass","nonnative","annual","Poaceae","ENH1_2","ENH1_2_28","matrix_nonnative"
"1104","matrix","ENH1",2,28,"2","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_2","ENH1_2_28","matrix_native"
"1105","matrix","ENH1",2,29,"1","Bromus rubens","grass","nonnative","annual","Poaceae","ENH1_2","ENH1_2_29","matrix_nonnative"
"1106","matrix","ENH1",2,29,"2","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_2","ENH1_2_29","matrix_native"
"1107","matrix","ENH1",2,30,"1","Bromus rubens","grass","nonnative","annual","Poaceae","ENH1_2","ENH1_2_30","matrix_nonnative"
"1108","matrix","ENH1",2,30,"2","Dipterostemon capitatus","herb","native","perennial","Themidaceae","ENH1_2","ENH1_2_30","matrix_native"
"1109","matrix","ENH1",2,30,"3","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_2","ENH1_2_30","matrix_native"
"1110","matrix","ENH1",2,31,"1","Bromus rubens","grass","nonnative","annual","Poaceae","ENH1_2","ENH1_2_31","matrix_nonnative"
"1111","matrix","ENH1",2,31,"2","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_2","ENH1_2_31","matrix_native"
"1112","matrix","ENH1",2,32,"1","Bromus rubens","grass","nonnative","annual","Poaceae","ENH1_2","ENH1_2_32","matrix_nonnative"
"1113","matrix","ENH1",2,32,"2","Centaurea melitensis","herb","nonnative","annual","Asteraceae","ENH1_2","ENH1_2_32","matrix_nonnative"
"1114","matrix","ENH1",2,32,"3","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_2","ENH1_2_32","matrix_native"
"1115","matrix","ENH1",2,33,"1","Bromus rubens","grass","nonnative","annual","Poaceae","ENH1_2","ENH1_2_33","matrix_nonnative"
"1116","matrix","ENH1",2,33,"2","Elymus condensatus","grass","native","perennial","Poaceae","ENH1_2","ENH1_2_33","matrix_native"
"1117","matrix","ENH1",2,33,"3","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_2","ENH1_2_33","matrix_native"
"1118","matrix","ENH1",2,34,"1","Bromus rubens","grass","nonnative","annual","Poaceae","ENH1_2","ENH1_2_34","matrix_nonnative"
"1119","matrix","ENH1",2,34,"2","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_2","ENH1_2_34","matrix_native"
"1120","matrix","ENH1",2,35,"1","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_2","ENH1_2_35","matrix_native"
"1121","matrix","ENH1",2,36,"1","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_2","ENH1_2_36","matrix_native"
"1122","matrix","ENH1",2,37,"1","Elymus condensatus dead","grass","native","perennial","Poaceae","ENH1_2","ENH1_2_37","matrix_native"
"1123","matrix","ENH1",2,38,"1","Elymus condensatus dead","grass","native","perennial","Poaceae","ENH1_2","ENH1_2_38","matrix_native"
"1124","matrix","ENH1",2,38,"2","Elymus condensatus","grass","native","perennial","Poaceae","ENH1_2","ENH1_2_38","matrix_native"
"1125","matrix","ENH1",2,39,"1","Claytonia perfoliata","herb","native","annual","Montiaceae","ENH1_2","ENH1_2_39","matrix_native"
"1126","matrix","ENH1",2,39,"2","Elymus condensatus","grass","native","perennial","Poaceae","ENH1_2","ENH1_2_39","matrix_native"
"1127","matrix","ENH1",2,40,"1","Stephanomeria virgata","herb","native","annual","Asteraceae","ENH1_2","ENH1_2_40","matrix_native"
"1128","matrix","ENH1",2,40,"2","Bromus rubens","grass","nonnative","annual","Poaceae","ENH1_2","ENH1_2_40","matrix_nonnative"
"1129","matrix","ENH1",2,40,"3","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_2","ENH1_2_40","matrix_native"
"1130","matrix","ENH1",2,40,"4","Elymus condensatus","grass","native","perennial","Poaceae","ENH1_2","ENH1_2_40","matrix_native"
"1131","matrix","ENH1",2,41,"1","Bromus rubens","grass","nonnative","annual","Poaceae","ENH1_2","ENH1_2_41","matrix_nonnative"
"1132","matrix","ENH1",2,41,"2","Elymus condensatus","grass","native","perennial","Poaceae","ENH1_2","ENH1_2_41","matrix_native"
"1133","matrix","ENH1",3,1,"1","Stipa lepida","grass","native","perennial","Poaceae","ENH1_3","ENH1_3_1","matrix_native"
"1134","matrix","ENH1",3,2,"1","Stipa lepida","grass","native","perennial","Poaceae","ENH1_3","ENH1_3_2","matrix_native"
"1135","matrix","ENH1",3,3,"1","Erodium cicutarium","herb","nonnative","annual","Geraniaceae","ENH1_3","ENH1_3_3","matrix_nonnative"
"1136","matrix","ENH1",3,4,"1","Centaurea melitensis","herb","nonnative","annual","Asteraceae","ENH1_3","ENH1_3_4","matrix_nonnative"
"1137","matrix","ENH1",3,4,"2","Stipa lepida","grass","native","perennial","Poaceae","ENH1_3","ENH1_3_4","matrix_native"
"1138","matrix","ENH1",3,5,"1","Bromus rubens","grass","nonnative","annual","Poaceae","ENH1_3","ENH1_3_5","matrix_nonnative"
"1139","matrix","ENH1",3,5,"2","Stipa lepida","grass","native","perennial","Poaceae","ENH1_3","ENH1_3_5","matrix_native"
"1140","matrix","ENH1",3,6,"1","Stipa lepida","grass","native","perennial","Poaceae","ENH1_3","ENH1_3_6","matrix_native"
"1141","matrix","ENH1",3,7,"1","Bromus rubens","grass","nonnative","annual","Poaceae","ENH1_3","ENH1_3_7","matrix_nonnative"
"1142","matrix","ENH1",3,7,"2","Salvia leucophylla","shrub","native","perennial","Lamiaceae","ENH1_3","ENH1_3_7","matrix_native"
"1143","matrix","ENH1",3,7,"3","Stipa lepida","grass","native","perennial","Poaceae","ENH1_3","ENH1_3_7","matrix_native"
"1144","matrix","ENH1",3,8,"1","Bromus rubens","grass","nonnative","annual","Poaceae","ENH1_3","ENH1_3_8","matrix_nonnative"
"1145","matrix","ENH1",3,8,"2","Salvia leucophylla","shrub","native","perennial","Lamiaceae","ENH1_3","ENH1_3_8","matrix_native"
"1146","matrix","ENH1",3,9,"1","Bromus rubens","grass","nonnative","annual","Poaceae","ENH1_3","ENH1_3_9","matrix_nonnative"
"1147","matrix","ENH1",3,9,"2","Salvia leucophylla","shrub","native","perennial","Lamiaceae","ENH1_3","ENH1_3_9","matrix_native"
"1148","matrix","ENH1",3,10,"1","Stipa lepida","grass","native","perennial","Poaceae","ENH1_3","ENH1_3_10","matrix_native"
"1149","matrix","ENH1",3,10,"2","Salvia leucophylla","shrub","native","perennial","Lamiaceae","ENH1_3","ENH1_3_10","matrix_native"
"1150","matrix","ENH1",3,10,"3","Stipa lepida","grass","native","perennial","Poaceae","ENH1_3","ENH1_3_10","matrix_native"
"1151","matrix","ENH1",3,10,"4","Salvia leucophylla","shrub","native","perennial","Lamiaceae","ENH1_3","ENH1_3_10","matrix_native"
"1152","matrix","ENH1",3,11,"1","Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","ENH1_3","ENH1_3_11","matrix_nonnative"
"1153","matrix","ENH1",3,11,"2","Salvia leucophylla","shrub","native","perennial","Lamiaceae","ENH1_3","ENH1_3_11","matrix_native"
"1154","matrix","ENH1",3,12,"1","Bromus rubens","grass","nonnative","annual","Poaceae","ENH1_3","ENH1_3_12","matrix_nonnative"
"1155","matrix","ENH1",3,12,"2","Salvia leucophylla","shrub","native","perennial","Lamiaceae","ENH1_3","ENH1_3_12","matrix_native"
"1156","matrix","ENH1",3,13,"1","Bromus rubens","grass","nonnative","annual","Poaceae","ENH1_3","ENH1_3_13","matrix_nonnative"
"1157","matrix","ENH1",3,13,"2","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_3","ENH1_3_13","matrix_native"
"1158","matrix","ENH1",3,14,"1","Solanum xanti","herb","native","perennial","Solanacaeae","ENH1_3","ENH1_3_14","matrix_native"
"1159","matrix","ENH1",3,14,"2","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_3","ENH1_3_14","matrix_native"
"1160","matrix","ENH1",3,15,"1","Bromus rubens","grass","nonnative","annual","Poaceae","ENH1_3","ENH1_3_15","matrix_nonnative"
"1161","matrix","ENH1",3,15,"2","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_3","ENH1_3_15","matrix_native"
"1162","matrix","ENH1",3,16,"1","Bromus rubens","grass","nonnative","annual","Poaceae","ENH1_3","ENH1_3_16","matrix_nonnative"
"1163","matrix","ENH1",3,16,"2","Centaurea melitensis","herb","nonnative","annual","Asteraceae","ENH1_3","ENH1_3_16","matrix_nonnative"
"1164","matrix","ENH1",3,16,"3","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_3","ENH1_3_16","matrix_native"
"1165","matrix","ENH1",3,17,"1","Centaurea melitensis","herb","nonnative","annual","Asteraceae","ENH1_3","ENH1_3_17","matrix_nonnative"
"1166","matrix","ENH1",3,17,"2","Centaurea melitensis dead","herb","nonnative","annual","Asteraceae","ENH1_3","ENH1_3_17","matrix_nonnative"
"1167","matrix","ENH1",3,17,"3","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_3","ENH1_3_17","matrix_native"
"1168","matrix","ENH1",3,18,"1","Bromus rubens","grass","nonnative","annual","Poaceae","ENH1_3","ENH1_3_18","matrix_nonnative"
"1169","matrix","ENH1",3,18,"2","Salvia leucophylla","shrub","native","perennial","Lamiaceae","ENH1_3","ENH1_3_18","matrix_native"
"1170","matrix","ENH1",3,18,"3","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_3","ENH1_3_18","matrix_native"
"1171","matrix","ENH1",3,19,"1","Bromus rubens","grass","nonnative","annual","Poaceae","ENH1_3","ENH1_3_19","matrix_nonnative"
"1172","matrix","ENH1",3,19,"2","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_3","ENH1_3_19","matrix_native"
"1173","matrix","ENH1",3,20,"1","Bromus rubens","grass","nonnative","annual","Poaceae","ENH1_3","ENH1_3_20","matrix_nonnative"
"1174","matrix","ENH1",3,20,"2","Centaurea melitensis","herb","nonnative","annual","Asteraceae","ENH1_3","ENH1_3_20","matrix_nonnative"
"1175","matrix","ENH1",3,20,"3","Malacothamnus fasciculatus dead","shrub","native","perennial","Malvaceae","ENH1_3","ENH1_3_20","matrix_native"
"1176","matrix","ENH1",3,21,"1","Centaurea melitensis","herb","nonnative","annual","Asteraceae","ENH1_3","ENH1_3_21","matrix_nonnative"
"1177","matrix","ENH1",3,21,"2","Bromus rubens","grass","nonnative","annual","Poaceae","ENH1_3","ENH1_3_21","matrix_nonnative"
"1178","matrix","ENH1",3,21,"3","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_3","ENH1_3_21","matrix_native"
"1179","matrix","ENH1",3,21,"4","Malacothamnus fasciculatus dead","shrub","native","perennial","Malvaceae","ENH1_3","ENH1_3_21","matrix_native"
"1180","matrix","ENH1",3,21,"5","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_3","ENH1_3_21","matrix_native"
"1181","matrix","ENH1",3,22,"1","Centaurea melitensis","herb","nonnative","annual","Asteraceae","ENH1_3","ENH1_3_22","matrix_nonnative"
"1182","matrix","ENH1",3,22,"2","Bromus rubens","grass","nonnative","annual","Poaceae","ENH1_3","ENH1_3_22","matrix_nonnative"
"1183","matrix","ENH1",3,23,"1","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_3","ENH1_3_23","matrix_native"
"1184","matrix","ENH1",3,23,"2","Bromus rubens","grass","nonnative","annual","Poaceae","ENH1_3","ENH1_3_23","matrix_nonnative"
"1185","matrix","ENH1",3,23,"3","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_3","ENH1_3_23","matrix_native"
"1186","matrix","ENH1",3,24,"1","Centaurea melitensis","herb","nonnative","annual","Asteraceae","ENH1_3","ENH1_3_24","matrix_nonnative"
"1187","matrix","ENH1",3,24,"2","Malacothamnus fasciculatus dead","shrub","native","perennial","Malvaceae","ENH1_3","ENH1_3_24","matrix_native"
"1188","matrix","ENH1",3,24,"3","Marah macrocarpa","herb","native","perennial","Cucurbitaceae","ENH1_3","ENH1_3_24","matrix_native"
"1189","matrix","ENH1",3,25,"1","Artemisia californica","shrub","native","perennial","Asteraceae","ENH1_3","ENH1_3_25","matrix_native"
"1190","matrix","ENH1",3,25,"2","Malacothamnus fasciculatus dead","shrub","native","perennial","Malvaceae","ENH1_3","ENH1_3_25","matrix_native"
"1191","matrix","ENH1",3,25,"3","Artemisia californica","shrub","native","perennial","Asteraceae","ENH1_3","ENH1_3_25","matrix_native"
"1192","matrix","ENH1",3,26,"1","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_3","ENH1_3_26","matrix_native"
"1193","matrix","ENH1",3,26,"2","Artemisia californica","shrub","native","perennial","Asteraceae","ENH1_3","ENH1_3_26","matrix_native"
"1194","matrix","ENH1",3,26,"3","Salvia leucophylla","shrub","native","perennial","Lamiaceae","ENH1_3","ENH1_3_26","matrix_native"
"1195","matrix","ENH1",3,27,"1","Artemisia californica","shrub","native","perennial","Asteraceae","ENH1_3","ENH1_3_27","matrix_native"
"1196","matrix","ENH1",3,27,"2","Salvia leucophylla","shrub","native","perennial","Lamiaceae","ENH1_3","ENH1_3_27","matrix_native"
"1197","matrix","ENH1",3,27,"3","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_3","ENH1_3_27","matrix_native"
"1198","matrix","ENH1",3,28,"1","Salvia leucophylla","shrub","native","perennial","Lamiaceae","ENH1_3","ENH1_3_28","matrix_native"
"1199","matrix","ENH1",3,28,"2","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_3","ENH1_3_28","matrix_native"
"1200","matrix","ENH1",3,28,"3","Eriodictyon crassifolium","shrub","native","perennial","Namaceae","ENH1_3","ENH1_3_28","matrix_native"
"1201","matrix","ENH1",3,29,"1","Salvia leucophylla","shrub","native","perennial","Lamiaceae","ENH1_3","ENH1_3_29","matrix_native"
"1202","matrix","ENH1",3,29,"2","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_3","ENH1_3_29","matrix_native"
"1203","matrix","ENH1",3,30,"1","Bromus rubens","grass","nonnative","annual","Poaceae","ENH1_3","ENH1_3_30","matrix_nonnative"
"1204","matrix","ENH1",3,30,"2","Centaurea melitensis","herb","nonnative","annual","Asteraceae","ENH1_3","ENH1_3_30","matrix_nonnative"
"1205","matrix","ENH1",3,30,"3","Malacothamnus fasciculatus dead","shrub","native","perennial","Malvaceae","ENH1_3","ENH1_3_30","matrix_native"
"1206","matrix","ENH1",3,30,"4","Salvia leucophylla","shrub","native","perennial","Lamiaceae","ENH1_3","ENH1_3_30","matrix_native"
"1207","matrix","ENH1",3,30,"5","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_3","ENH1_3_30","matrix_native"
"1208","matrix","ENH1",3,31,"1","Centaurea melitensis","herb","nonnative","annual","Asteraceae","ENH1_3","ENH1_3_31","matrix_nonnative"
"1209","matrix","ENH1",3,31,"2","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_3","ENH1_3_31","matrix_native"
"1210","matrix","ENH1",3,32,"1","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_3","ENH1_3_32","matrix_native"
"1211","matrix","ENH1",3,33,"1","Centaurea melitensis","herb","nonnative","annual","Asteraceae","ENH1_3","ENH1_3_33","matrix_nonnative"
"1212","matrix","ENH1",3,33,"2","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_3","ENH1_3_33","matrix_native"
"1213","matrix","ENH1",3,34,"1","Bromus rubens","grass","nonnative","annual","Poaceae","ENH1_3","ENH1_3_34","matrix_nonnative"
"1214","matrix","ENH1",3,34,"2","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_3","ENH1_3_34","matrix_native"
"1215","matrix","ENH1",3,35,"1","Bromus rubens","grass","nonnative","annual","Poaceae","ENH1_3","ENH1_3_35","matrix_nonnative"
"1216","matrix","ENH1",3,35,"2","Baccharis pilularis","shrub","native","perennial","Asteraceae","ENH1_3","ENH1_3_35","matrix_native"
"1217","matrix","ENH1",3,35,"3","Centaurea melitensis dead","herb","nonnative","annual","Asteraceae","ENH1_3","ENH1_3_35","matrix_nonnative"
"1218","matrix","ENH1",3,35,"4","Baccharis pilularis","shrub","native","perennial","Asteraceae","ENH1_3","ENH1_3_35","matrix_native"
"1219","matrix","ENH1",3,35,"5","Calochortus clavatus","herb","native","perennial","Liliaceae","ENH1_3","ENH1_3_35","matrix_native"
"1220","matrix","ENH1",3,35,"6","Malacothamnus fasciculatus dead","shrub","native","perennial","Malvaceae","ENH1_3","ENH1_3_35","matrix_native"
"1221","matrix","ENH1",3,36,"1","Galium porrigens","herb","native","perennial","Rubiaceae","ENH1_3","ENH1_3_36","matrix_native"
"1222","matrix","ENH1",3,36,"2","Bromus rubens","grass","nonnative","annual","Poaceae","ENH1_3","ENH1_3_36","matrix_nonnative"
"1223","matrix","ENH1",3,36,"3","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_3","ENH1_3_36","matrix_native"
"1224","matrix","ENH1",3,37,"1","Centaurea melitensis","herb","nonnative","annual","Asteraceae","ENH1_3","ENH1_3_37","matrix_nonnative"
"1225","matrix","ENH1",3,38,"1","Bromus rubens","grass","nonnative","annual","Poaceae","ENH1_3","ENH1_3_38","matrix_nonnative"
"1226","matrix","ENH1",3,38,"2","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_3","ENH1_3_38","matrix_native"
"1227","matrix","ENH1",3,39,"1","Salvia leucophylla","shrub","native","perennial","Lamiaceae","ENH1_3","ENH1_3_39","matrix_native"
"1228","matrix","ENH1",3,40,"1","Centaurea melitensis","herb","nonnative","annual","Asteraceae","ENH1_3","ENH1_3_40","matrix_nonnative"
"1229","matrix","ENH1",3,40,"2","Salvia leucophylla","shrub","native","perennial","Lamiaceae","ENH1_3","ENH1_3_40","matrix_native"
"1230","matrix","ENH1",3,40,"3","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH1_3","ENH1_3_40","matrix_native"
"1231","matrix","ENH1",3,41,"1","Artemisia californica","shrub","native","perennial","Asteraceae","ENH1_3","ENH1_3_41","matrix_native"
"1232","matrix","ENH1",3,41,"2","Salvia leucophylla","shrub","native","perennial","Lamiaceae","ENH1_3","ENH1_3_41","matrix_native"
"1233","matrix","ENH2",4,1,"1","Bromus diandrus","grass","nonnative","annual","Poaceae","ENH2_4","ENH2_4_1","matrix_nonnative"
"1234","matrix","ENH2",4,2,"1","Bromus diandrus","grass","nonnative","annual","Poaceae","ENH2_4","ENH2_4_2","matrix_nonnative"
"1235","matrix","ENH2",4,3,"1","Bromus diandrus","grass","nonnative","annual","Poaceae","ENH2_4","ENH2_4_3","matrix_nonnative"
"1236","matrix","ENH2",4,4,"1","Bromus diandrus","grass","nonnative","annual","Poaceae","ENH2_4","ENH2_4_4","matrix_nonnative"
"1237","matrix","ENH2",4,5,"1","Bromus diandrus","grass","nonnative","annual","Poaceae","ENH2_4","ENH2_4_5","matrix_nonnative"
"1238","matrix","ENH2",4,6,"1","Bromus diandrus","grass","nonnative","annual","Poaceae","ENH2_4","ENH2_4_6","matrix_nonnative"
"1239","matrix","ENH2",4,8,"1","Bromus diandrus","grass","nonnative","annual","Poaceae","ENH2_4","ENH2_4_8","matrix_nonnative"
"1240","matrix","ENH2",4,9,"1","Bromus hordeaceus","grass","nonnative","annual","Poaceae","ENH2_4","ENH2_4_9","matrix_nonnative"
"1241","matrix","ENH2",4,10,"1","Malacothamnus fasciculatus dead","shrub","native","perennial","Malvaceae","ENH2_4","ENH2_4_10","matrix_native"
"1242","matrix","ENH2",4,11,"1","Bromus diandrus","grass","nonnative","annual","Poaceae","ENH2_4","ENH2_4_11","matrix_nonnative"
"1243","matrix","ENH2",4,11,"2","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH2_4","ENH2_4_11","matrix_native"
"1244","matrix","ENH2",4,12,"1","Bromus diandrus","grass","nonnative","annual","Poaceae","ENH2_4","ENH2_4_12","matrix_nonnative"
"1245","matrix","ENH2",4,12,"2","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH2_4","ENH2_4_12","matrix_native"
"1246","matrix","ENH2",4,13,"1","Solanum xanti","herb","native","perennial","Solanacaeae","ENH2_4","ENH2_4_13","matrix_native"
"1247","matrix","ENH2",4,13,"2","Artemisia californica","shrub","native","perennial","Asteraceae","ENH2_4","ENH2_4_13","matrix_native"
"1248","matrix","ENH2",4,14,"1","Bromus diandrus","grass","nonnative","annual","Poaceae","ENH2_4","ENH2_4_14","matrix_nonnative"
"1249","matrix","ENH2",4,15,"1","Bromus diandrus","grass","nonnative","annual","Poaceae","ENH2_4","ENH2_4_15","matrix_nonnative"
"1250","matrix","ENH2",4,16,"1","Bromus diandrus","grass","nonnative","annual","Poaceae","ENH2_4","ENH2_4_16","matrix_nonnative"
"1251","matrix","ENH2",4,17,"1","Bromus diandrus","grass","nonnative","annual","Poaceae","ENH2_4","ENH2_4_17","matrix_nonnative"
"1252","matrix","ENH2",4,18,"1","Malacothamnus fasciculatus dead","shrub","native","perennial","Malvaceae","ENH2_4","ENH2_4_18","matrix_native"
"1253","matrix","ENH2",4,18,"2","Bromus diandrus","grass","nonnative","annual","Poaceae","ENH2_4","ENH2_4_18","matrix_nonnative"
"1254","matrix","ENH2",4,19,"1","Bromus diandrus","grass","nonnative","annual","Poaceae","ENH2_4","ENH2_4_19","matrix_nonnative"
"1255","matrix","ENH2",4,19,"2","Avena barbata","grass","nonnative","annual","Poaceae","ENH2_4","ENH2_4_19","matrix_nonnative"
"1256","matrix","ENH2",4,19,"3","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH2_4","ENH2_4_19","matrix_native"
"1257","matrix","ENH2",4,20,"1","Bromus diandrus","grass","nonnative","annual","Poaceae","ENH2_4","ENH2_4_20","matrix_nonnative"
"1258","matrix","ENH2",4,20,"2","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH2_4","ENH2_4_20","matrix_native"
"1259","matrix","ENH2",4,21,"1","Bromus diandrus","grass","nonnative","annual","Poaceae","ENH2_4","ENH2_4_21","matrix_nonnative"
"1260","matrix","ENH2",4,21,"2","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH2_4","ENH2_4_21","matrix_native"
"1261","matrix","ENH2",4,22,"1","Bromus madritensis","grass","nonnative","annual","Poaceae","ENH2_4","ENH2_4_22","matrix_nonnative"
"1262","matrix","ENH2",4,22,"2","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH2_4","ENH2_4_22","matrix_native"
"1263","matrix","ENH2",4,23,"1","Bromus madritensis","grass","nonnative","annual","Poaceae","ENH2_4","ENH2_4_23","matrix_nonnative"
"1264","matrix","ENH2",4,23,"2","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH2_4","ENH2_4_23","matrix_native"
"1265","matrix","ENH2",4,24,"1","Bromus madritensis","grass","nonnative","annual","Poaceae","ENH2_4","ENH2_4_24","matrix_nonnative"
"1266","matrix","ENH2",4,24,"2","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH2_4","ENH2_4_24","matrix_native"
"1267","matrix","ENH2",4,25,"1","Bromus diandrus","grass","nonnative","annual","Poaceae","ENH2_4","ENH2_4_25","matrix_nonnative"
"1268","matrix","ENH2",4,25,"2","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH2_4","ENH2_4_25","matrix_native"
"1269","matrix","ENH2",4,26,"1","Bromus diandrus","grass","nonnative","annual","Poaceae","ENH2_4","ENH2_4_26","matrix_nonnative"
"1270","matrix","ENH2",4,26,"2","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH2_4","ENH2_4_26","matrix_native"
"1271","matrix","ENH2",4,27,"1","Bromus diandrus","grass","nonnative","annual","Poaceae","ENH2_4","ENH2_4_27","matrix_nonnative"
"1272","matrix","ENH2",4,27,"2","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH2_4","ENH2_4_27","matrix_native"
"1273","matrix","ENH2",4,28,"1","Acmispon glaber","herb","native","annual","Fabaceae","ENH2_4","ENH2_4_28","matrix_native"
"1274","matrix","ENH2",4,28,"2","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH2_4","ENH2_4_28","matrix_native"
"1275","matrix","ENH2",4,29,"1","Bromus diandrus","grass","nonnative","annual","Poaceae","ENH2_4","ENH2_4_29","matrix_nonnative"
"1276","matrix","ENH2",4,29,"2","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","ENH2_4","ENH2_4_29","matrix_native"
"1277","matrix","ENH2",4,30,"1","Bromus hordeaceus","grass","nonnative","annual","Poaceae","ENH2_4","ENH2_4_30","matrix_nonnative"
"1278","matrix","ENH2",4,30,"2","Avena barbata","grass","nonnative","annual","Poaceae","ENH2_4","ENH2_4_30","matrix_nonnative"
"1279","matrix","ENH2",4,31,"1","Bromus hordeaceus","grass","nonnative","annual","Poaceae","ENH2_4","ENH2_4_31","matrix_nonnative"
"1280","matrix","ENH2",4,31,"2","Avena barbata","grass","nonnative","annual","Poaceae","ENH2_4","ENH2_4_31","matrix_nonnative"
"1281","matrix","ENH2",4,32,"1","Malacothamnus fasciculatus dead","shrub","native","perennial","Malvaceae","ENH2_4","ENH2_4_32","matrix_native"
"1282","matrix","ENH2",4,32,"2","Bromus hordeaceus","grass","nonnative","annual","Poaceae","ENH2_4","ENH2_4_32","matrix_nonnative"
"1283","matrix","ENH2",4,33,"1","Bromus hordeaceus","grass","nonnative","annual","Poaceae","ENH2_4","ENH2_4_33","matrix_nonnative"
